"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"JML Uniforms","Established in 1975 in Singapore, JML Uniforms (formerly known as Jingmeili Fashion Company) has been clothing many organizations with quality uniform apparel at a cost-effective price. 

With more than three decades of experience, we have been constantly sourcing for comfortable and quality fabric and designing new style to meet current market trend. Understanding that it’s vital to project your brand’s strong and positive image, we seek to use our best expertise to provide the well-designed uniforms.  

We serve a wide range of industries, including MNCs, local corporations, food and beverage sector, government bodies, hospitals, hotels and international schools, etc. We offer corporate apparels, accessories, school uniforms and corporate gifts. Our innovative and functional designs has also resulted in a satisfied clientele such as Singapore Power, BreadTalk  Group, Cathay Organization, City Gas, Starhub and other esteemed companies. 

We are committed to build close working relationship and understanding your branding needs to create the best possible uniform for you.","Wholesale","2-10 employees","Privately Held","Singapore, Singapore","Singapore","jmluniforms.com","https://www.linkedin.com/company/jml-uniforms"
,"Dish The Fish","Dishthefish is a company that specializes in the sales of fresh seafood. Our products come from all over the world and we pride ourselves on being able to offer our customers an assortment of different types of fish and shellfish. From Canadian wild salmon to Jumbo-sized Tiger Prawns, we have it all! 

We know how important it is for people to be able to trust their food sources so we make sure that every single product sold by us has been inspected thoroughly before going out for sale. You can rest assured knowing that your dish will not contain any impurities or contaminants when you order from Dish The Fish.","Food and Beverage Manufacturing","11-50 employees","Privately Held","Serangoon","Singapore","dishthefish.com.sg","https://www.linkedin.com/company/dishthefish"
,"IMS Global Pte Ltd","IMS Global Pte Ltd is an industry leader in turnkey steel fabrication and food services solutions specializing in refrigeration, kitchen, and laundry equipment. The company consists of a close synergy between multiple value chain partners each excelling in their own respective markets equipping South East Asia’s best hotels and institutions with quality kitchen and laundry solutions.
Our portfolio extends its reach into multiple countries such as Indonesia, Malaysia, India, Vietnam, Cambodia, Kazakhstan, and Sri Lanka.","Wholesale","201-500 employees","Privately Held","Central Business District, Singapore","Singapore","imsglobalservices.com","https://www.linkedin.com/company/ims-global-pte-ltd"
,"Plataforma","Plataforma leverages over 2 decades of global Agritech experience, in Crop and Animal Healthcare and Food Technology - as operators of ingredient supply manufacturing plants, retail products and with a deep knowledge of growing nascent businesses into extremely successful ones.","Food and Beverage Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","plataforma.asia","https://www.linkedin.com/company/valuemark"
,"Animal Human Alliance","We are animal rescuers who founded our brand of pet food. 
The food is animal-centric, avoiding ingredients that can cause issues to animals.
Gold-D brand offers ct and dog food and products.
AHA brand offers pet-safe home care products
Bleulight offers bodycare products that are safe to both humans and animals. 
The business supports our rescue work.
We focus on palliative care and run the Rahula FeLV sanctuary.
Looking for partners to bring out brand to more countries.","Manufacturing","2-10 employees","Privately Held","Singapore, entry not necessary","Singapore","gold-d.club","https://www.linkedin.com/company/golddworld"
,"Unipool Trading","Unipool Trading was established in 1978. Our ultimate goal is to provide the freshest and most extensive range of chilled and frozen seafood to Food and Beverage establishments in Singapore. We leverage on delivering excellent customer service to our valued customers by providing a fresh and sustainable seafood supply at the most reasonable prices.","Wholesale","51-200 employees","Public Company","Singapore, Singapore","Singapore","unipool.com.sg","https://www.linkedin.com/company/unipool-trading"
,"Spice Zi Kitchen","Spice Zi Kitchen is an Indian Muslim home cooking experience to teach, share, learn and cook food that can rarely found in restaurants and hawkers. 

It is hosted by mother-daughter duo, Mama Zi (Zaithoon) and Baby T(aahira) who use food as an entry point to share the culture, history and heritage of the Indian Muslim community in Singapore.","Food & Beverages","2-10 employees","Self Employed","Singapore, singapore","Singapore","spicezikitchen.com","https://www.linkedin.com/company/spice-zi-kitchen"
,"Thrive Foodie : We Act & We Deliver","Welcome to the World of Food & Hospitality

ON THE MENU

* Design, Build and Fit Out
* Kitchen Tools, Tableware & Service
* Creative Dining Concepts 
* Coffee Bars, Beverage & Vending 
* Operational Delivery
* Health & Wellbeing Solutions 
* Food Waste & Sustainability Program
* Technology- Digital Marketing, Kiosk and Mobile App solution
* Kitchen and Restaurant Academy

	
Thrive Foodie is a new company based in Singapore, specializing in a wide range of food and beverage solutions for your workplace    

With an abundance of experience across in food, restaurants , coffee bars, design and fit out to delivering office beverages for your company to try  

We are very passionate in delivering healthy fresh food that will enrich the lives of your employees to keep coming back for more   

Our Aim is always to be “Best in Class “  to 
delight your customers dining experience   every time    

We deliver  the best Food and Beverage Solutions by investing in people who are highly trained taking complete control of our performance to meet your needs.","Food & Beverages","2-10 employees","Self Owned","Singapore","Singapore","thrivefoodie.com","https://www.linkedin.com/company/thrive-foodie"
,"Taste Asia","RM Food Manufacturing Pte Ltd, a subsidiary of Select Group, brings over 30 years of expertise in the F&B industry. Specialising in diverse offerings including halal certified ready-to-eat (RTE) meals, innovative smart vending solutions, bakery products, retort solutions, original equipment manufacturer (OEM) private label, and contract manufacturing.

Our flagship brand, Taste Asia, epitomises Singapore's convenience food revolution. We provide a range of ready-to-eat meals in fresh-chilled, frozen, and retort formats, available through our smart vending machines, leading supermarkets, convenience stores, and a network of over 1000 distribution points across Singapore.

Discover how RM Food Manufacturing is shaping the future of food convenience across Singapore and beyond.","Food and Beverage Manufacturing","11-50 employees","Public Company","Singapore","Singapore","readymealstasteasia.com","https://www.linkedin.com/company/tasteasiasg"
,"Dunlopillo Singapore","Dunlopillo is one of the world’s best loved bedding brands and the leading manufacturer of latex, dedicated to providing high-quality sleep and comfort solutions for residential and commercial clientele.","Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","dunlopillo.com.sg","https://www.linkedin.com/company/dunlopillo-singapore"
