"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"ABC PACKING & CARRIAGE CO. PTE. LTD.","Our company, A.B.C. Packing and Carriage Company Pte Ltd, is a one-stop professional packing and
crating services. We provide quality plywood cases, packing materials for Air, Land and Ship
shipments for a wide range of items that includes heavy machinery, fragile & sensitive equipment,
electrical & electronics equipment, exhibition cases and customized packing solutions for odd-size
goods etc. Our company is able to provide the required expertise like fumigation treatment of
wooden cases, vacuum packing and sensitive packing to ensure the well being of the equipment during transportation.

Some of our products include:
-	Plywood Case (Being lighter, it is used for air freight)
-	Wooden Crate (For low cost packaging)
-	Wooden Case (Heavier in nature, usually used in sea freight)
-	Machinery Case ( With a very strong base, it is usually used to carry machinery and other heavy equipment)
-	Lift-van (Fit nicely into Container, usually used for furniture and moving house)
-	Pallets (We provide plastic/wooden plastics for use in all industries)
-	Customized Design (We design and fabricate skids and boxes to meet individual's requirements)

Our packing specialists will be at your designated location to represent and provide you with the required know-how as well as the required services. With our experience in the industry and our in- depth knowledge of packing, we do more than packing the goods in for you. Our sound advice and expertise are prerequisites to a viable solution for your inner packaging material requirements.","Packaging and Containers Manufacturing","11-50 employees","Partnership","Singapore","Singapore",,"https://www.linkedin.com/company/abc-packing-carriage-co-pte-ltd"
,"Soilmec Singapore Pte Ltd","Soilmec Singapore is an international leader in the design, manufacture and sales/distribution of heavy-duty construction equipment used for the purpose of ground engineering. We also act as a spare parts hub for the Asian/Pacific area and as a service and repair centre for Singapore and the South-East Asian area. Our customers can definitely rely on the professional skills of our sales, service and administrative staff who ensure that all enquiries are addressed and delivered.","Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","soilmec.com.sg","https://www.linkedin.com/company/soilmec-singapore-pte-ltd"
,"Technospex","TechnoSpex focuses on transforming our technical know-how and decades of practical experience in optics, microscopy and spectroscopy to produce high performing yet cost effective optical systems.

Our customers will benefit from our flexible approach towards instrument design and development to solve their needs and requirements. Our current range of products are built around our focus in providing Microspectroscopy systems with mapping capability that are affordable, reliable, versatile, compact, research grade sensitivity and multimodality.","Biotechnology Research","11-50 employees","Public Company","Singapore , Singapore","Singapore","technospex.com","https://www.linkedin.com/company/technospex"
,"SK ENGINEERING & AUTOMATION PTE LTD","About Us:
Our Profile
Our Values
Vision & Mission
Awards/Certificates 
Our Profile:
SK Engineering& Automation Pte Ltd is specialized in providing quality services to our valued clients. Providing a wide range of services makes us a one-stop solution centre for many SMEs.
With our many years of experience, we are committed to providing a quality assurance programme to meet applicable standards and clients’ given needs. We deliver our services in a competitive and efficient manner with the integrity of purpose.

By unifying our resources, we are able to contain cost while maximising quality to provide optimum electrical solutions to meet the engineering demands of today’s building and infrastructure projects. 

The reliability of our products and services is pivotal to the continuation of activities in these places which in turn fuels the progression of the world. 

Our wide range of electrical solutions can be found in offices, shopping malls, homes, schools, factories, industrial infrastructures, laboratories & data centres, ships & oil rigs... just to name a few.

Our Values:
We endeavour to provide management services in relation to project brief, design and schedule ensuring quality workmanship and compliance with Specifications within the project budget.

We endeavour to provide all our clients with excellent and reliable services in the management and supervision of all projects that we are involved in.

Our Vision & Mission:
•	Providing excellence and professional service to all our customers.
•	Deliver and commit the best price, best support and reliable services.
•	Represent a prestigious principal company in terms of sales and technical support.
Awards/Certificates:
Building and Construction Authority (BCA). 
ME02	Building Automation, Industrial & Process Control Systems
ME05	ELECTRICAL ENGINEERING","Automation Machinery Manufacturing","11-50 employees","Privately Held","Defu lane, Hougang","Singapore","skengineeringandautomation.com","https://www.linkedin.com/company/sk-engineering-automation-pte-ltd"
,"Signvec Technology Pte Ltd","Signvec Technology specialises in providing Laser & Rotary Machinery for Cutting & Engraving. We were established in 1997 and have made a name for ourselves since then within the signage and manufacturing industries.

Our products range from the higher end spectrum to cater to those who require high precision and accuracy to the more affordable range where speed and quality are preferred. We pride ourselves not only in providing machines of superior quality but also in prompt after-sales service.

We also provide fully customisable cutting and engraving services for material processing or labelling and gifts. Contact us for a quotation today.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","signvec.com","https://www.linkedin.com/company/signvec-technology-pte-ltd"
,"Alumatic Frameworks Pte Ltd","Alumatic Frameworks Pte Ltd is a professional aluminium profile structures manufacturer. We provide a one-stop shop for customized aluminium profile structures, offering design, manufacturing, and installation services. 
We carry a wide range of aluminium profiles and accessories to meet the diverse needs of our customers in a wide variety of industries, including manufacturing, food processing, and automation equipment. 
We are committed to providing our customers with the best possible solutions for their aluminium profile structural and equipment needs.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","SINGAPORE, Singapore","Singapore",,"https://www.linkedin.com/company/alumatic-frameworks-pte-ltd"
,"Systemair Singapore","#ByYourSide","Industrial Machinery Manufacturing","11-50 employees","Public Company","Singapore","Singapore","systemair.com","https://www.linkedin.com/company/systemair-singapore"
,"UL Cell Therapeutic  | The Autologous Regeneration Company","UL Cell | The Autologous Regeneration Company
No donors. No genes. No editing. Just repair.

UL Cell is building the infrastructure for regenerative medicine without donors, genetic modification, or centralized manufacturing.

We enable patient-derived cell repair through a modular system — now in stealth and scaling globally.

Headquartered in Singapore.
www.ulcell.bio | Contact: Jeff.low@acn.ventures","Biotechnology Research","11-50 employees","Privately Held","Singapore, --- None ---","Singapore",,"https://www.linkedin.com/company/ul-cell-therapeutic"
,"ASPT(Singapore)","ASPT is one of the world's leading HVAC after-market component companies and the core of ARUKI Group, which comprises of approximately over 50 affiliate companies, in more than 50 countries worldwide. ASPT owns the trademark ARUKI and its overseas Aruki subsidiaries. 

Our corporate mission is to provide products of excellent quality at an affordable price, so that at the end of the day, consumers benefit by being able to make smarter and better choices, saving resources globally in the long run.

The firm possesses one of the leading industry brand in several countries. The HVAC industry enjoys a steady CAGR growth rate worldwide with a positive outlook in the next 10 years.

ASPT is expected to experience significant growth within the next five years following its overseas expansion and is considered a relatively young organisation.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","aruki-aspt.com","https://www.linkedin.com/company/aspt-singapore"
,"Digital Surgicals Pte Ltd","Better Vision Better Care.
Increasing access to surgery through revolutionary surgical microscopes and surgical training.","Medical Equipment Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","digitalsurgicals.com","https://www.linkedin.com/company/digital-surgicals-pte-ltd"
,"ESPRO Measurements Pte Ltd","Established with the objective of providing quality process control solutions and a variety of instrumentation products and services to process industries. We also provide know-how solution including supply, installation and commissioning of specialized analyzers, gas detectors and instrumentation products based on specific customer requirements.
VISION

To be the preferred and approved vendor for process controls and instrumentation companies in the region.

MISSION

To develop a relationship based on trust among the Principals, Customers and Employers so that we will grow continuously as a closely knitted and committed family.","Automation Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","espro.asia","https://www.linkedin.com/company/espro-measurements-pte-ltd"
,"Fluxo","Fluxo is a MatTech company offering advanced materials and manufacturing solutions. Our innovations are designed for smart manufacturing and responsible production in partnership with industry pioneers.","Chemical Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","fluxomade.com","https://www.linkedin.com/company/fluxotechnologies"
,"Peir-Yuan Technology (S) Pte Ltd","Contact us at: sales@peiryuan.com.sg
Call us at: (+65) 6543 0204

We strive to be the partner of choice for robotics and spare parts supply. 
Areas covered includes: repair, reconditioning, overhaul, upgrading of robotics, as well as supply of current line and/or obsolete spare parts. 

We supply spare parts such as:
HMI Monitors, Motors and Encoders, PLC Systems, Power Supplies, Servo Motors, Servo Drives etc.

Brands from leading manufacturers that we carry includes:
Allen Bradley, Siemens, Mitsubishi, Omron, Fanuc, Schneider Electric, and many more.

Less is more: 
All customers will have a dedicated account manager handling all sales enquiry. We understand that having multiple contact points can lead to communication breakdown and be frustrating. With a dedicated account manager, there will be a single contact point to fully understand your needs. 

Customers at the heart of all we do:
We pride ourselves on our customer service and response time. There are unforeseen circumstances that require quick turnaround time. Just let our account managers know the urgency and we will get straight onto it. 


Get in touch with us today and let us know how we can be of assistance.","Automation Machinery Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","peiryuan.com","https://www.linkedin.com/company/pyts"
,"VIGOR COMPONENTS PTE.LTD","VIGOR COMPONENTS PTE LTD  (VIGOR) was established in 1978, it has become a global electronic, A leader in the global telecommunications and semiconductor industries. We has become a global leader in telecommunications and global electronics. We specialize in creating and designing strategic solutions for supply and materials management as well as product sourcing, purchasing strategy, sales and distribution Electronic components and contract warehousing.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Self Employed","SINGAPORE, SINGAPORE","Singapore","vigorcomp.com","https://www.linkedin.com/company/vigorcomponents"
,"Ssoss Cast Pte Ltd","Ssoss Cast is a zinc and alumimum precision casting company with head office in Singapore and factory in China. We export OEM castings worldwide at competitive prices, short leadtime and exceptional quality. LEad by a team of experienced engineers, we offer a one stop solution to your enquiries.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","ssosscast.com","https://www.linkedin.com/company/ssoss-cast-pte-ltd"
,"Flexisolve Technology","Flexisolve Technology has been appointed as the service and support provider for the ASEAN region by the various brands we represent.  We have the capability to repair and calibrate a broad variety of equipment under our product range.  We are able to provide comprehensive maintenance packages to give our customers a greater peace of mind.","Automation Machinery Manufacturing","11-50 employees","Privately Held","Paya Lebar, East","Singapore","flexisolve.com","https://www.linkedin.com/company/flexisolve-technology"
,"Leung Kai Fook Medical Co Pte Ltd","Leung Kai Fook Medical Co Pte Ltd (LKF Medical) is the manufacturer of AXE Brand Universal Oil (AXE Oil), established in 1928 by founder Leung Yun Chee.  AXE Oil, a globally recognised brand of medicated oil, is distinguished by its iconic logo featuring an arm holding an axe, known worldwide.

In addition to Axe Brand Universal Oil, our manufacturing portfolio includes Gold Medal Medicated Oil, Axe Brand Red Flower Oil, and Axe Brand Inhaler.  Our operations are centered at our facility in Singapore, located on Macpherson Road, with additional manufacturing facilities strategically positioned in Malaysia, Indonesia, Vietnam, and China.

Our commitment to quality and excellence is demonstrated through our direct exports to more than 50 countries worldwide.","Pharmaceutical Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","axebrand.com.sg","https://www.linkedin.com/company/leung-kai-fook-medical-co-ltd"
,"Dipline Asia Pte Ltd","Dipline is a French patented technology to transform any wall, ceiling, flooring and many other surfaces into a wireless conductive support for lightings. A very simple concept to offer an innovative and creative lighting and decorative solution to luxury brands, hotels, bars, restaurants,  top of the range buildings, apartments and homes.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","diplineasia.com","https://www.linkedin.com/company/dipline-asia-pte-ltd"
,"One-Stop Engineering Co., Ltd (S.E.A)","One-Stop Engineering Co.,Ltd is leading manufacturer in slaughtering industry over 20 years,As China’s First And Unique Professional Supplier for Cattle/Sheep/Pig/Poultry slaughterhouse turnkey project.As a Group company with our own factories,respectively specialize in Slaughtering Equipment(HONYO By Huayu Mechanical),Cold Room& Refrigeration Equipment(HONOR By Aonaer Refrigeration),Meat Processing Equipment(FIS By Food Intelligent Solution),Stainless Steel Auxiliary Equipment,Wastewater Treatment Equipment.

As reputable global enterprise of leading slaughterhouse and food processing equipment industry,we reliably offer our clients preferable Engineering,Procurement&Construction (EPC) service to realize their requirements. We’re design the installations,procure the necessary materials and build the project using mostly our in house trained installation teams around the world, to ensure our service quality and reduces co-ordination issues by applying an intelligent single point of contact.

We are dedicated to serve our clients from independent,family-owned companies to traditional food production enterprises, customers 
have come to trust One-Stop Engineering as their productivity partner for their business growth. By choosing One-Stop, you invests in a partner for life. That is the One-Stop's difference, we help customers by focusing on premium solutions that are cost effective and efficient – all to ensure food businesses can produce safe, quality products to match their market needs.

Our business philosophy is based on fostering long-term relationships with our clients, empowering our people to perform at the highest levels and on continuously developing innovative and sustainable solutions in slaughtering and food processing industries.

As One-Stop Engineering's Regional HQ One-Stop Engineering Co.,Ltd (S.E.A) are mainly focus on our clients in the South East Asia, to meet their expanding needs and deliver high quality solutions in a competitive environment.","Automation Machinery Manufacturing","501-1,000 employees","Partnership","Downtown Core, Central Singapore Community Development Council","Singapore",,"https://www.linkedin.com/company/one-stop-engineering-co-ltd-s-e-a"
,"Flasky Engineering Pte Ltd","Specialise in:
Precision Machining, Automation Engineering Works.
Metal & Stainless steel fabrication
Assembly Works.
Electrical installation & General contractor
Full Turnkey project.

Vast Machining Experience with different industries.
Semiconductor - Murata Electronics
Aerospace - Honeywell
Consumer Appliances - Flextronics, Epson
Bicycle parts - Shimano
Government - Singapore Technology-AME
Medical - Parker Elmer, Genesis.
Oil & Gas - Drilquip, TechnipFMC & Aker Solutions.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","flasky.com.sg","https://www.linkedin.com/company/flasky-engineering-pte-ltd"
,"Anecan Engineering Services Pte Ltd","Incorporated in 2011 in Singapore, we have remain steadfast in our pursuit of providing reliable, productive and innovative turnkey solutions to our customers in the oil and gas, pharmaceutical and biotechnology, marine and offshore and civil infrastructure sectors. With our customised engineering and management programs tailored to guide customers in execution of project deliverables, we ensure timely and cost effective execution of project deliverables.","Industrial Machinery Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","aespl.net","https://www.linkedin.com/company/anecan-engineering"
,"BM (Singapore) Pte Ltd","Established in 1987 in Singapore, Billion Miles holds interests in chemical trading, shipbuilding and low-sulphur fuel engine development.  Our R&D team comprises of pioneers in the development of gas and methanol engines for marine applications.  BM engines works with renowned genset manufacturer to service power generation needs for O&G activities, events, data centers and construction. Given our home ground is in Singapore, we have a strong pan-Asian presence with a growing clientele in other parts of the world.

Under SPRING Singapore Capability Development Grant, jointly with our associate, we successfully developed a M100 engine suitable for land and marine application.

In October 2015, we were awarded the inaugural MPA MINT Co-funding scheme to enhance our engine development and enable ship-owners to meet the onus of strict emission rules with minimal investments.  Our engine test-bedding in Singapore harbour craft is critical.

Our project was mentioned by the Singapore’s Senior Minister at the Committee of Supply Debate 2016.

Core business cope
- Fuel Injection and Control Strategy for Gas & Methanol
-  High speed Gas, and Methanol engine 
- Natural Gas, Syngas, Biogas, Coal Seam Gas and Flare Gas Genset Rental
-  Stand-by Power, FFE pumps Generator sets
- Bespoked design for ship implementation of LNG and methanol engines including fuel transfer, fuel storage, bunkering, electrical and monitoring systems
- Field-test of gas, methanol engine and gensets for marine, power generation, industrial applications","Machinery Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","billionmilessg.com","https://www.linkedin.com/company/bm-singapore-ptd-ltd"
,"Amplus Communication Pte Ltd","Amplus Communication is a leading Design, Engineering and Manufacturing company in South East Asia.  We design and manufacture some of the most technologically advanced VSAT and PLDRO products in the industry. 

Our VSAT products are being sold to more than 30 countries worldwide to Satellite Communication Providers, System Integrators and End Users, which are also widely used in the government and military sectors, private data networks, rural telecommunication networks, emergency services, broadcasting, oil & gas industries.

We offer a complete line of state-of-the-art Phase-Locked Oscillator (PLDRO, PLVCO) and Dielectric Resonator Oscillators (DRO), covering the range of 0.5 to 24GHz. Our PLO and DRO are widely used in high performance Communication products, Electronics warfare and Radar systems.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","amplus.biz","https://www.linkedin.com/company/amplus-communication"
,"Delphic Manufacturing Solution Pte Ltd","Delphic Manufacturing Solution was started 20 years ago to support the electronics manufacturing sector. Though the years, we have developed our capabilities to include designing systems, as well assembled tooling.

We are now equipped to provide molding solutions, punch and dies, fixtures, and automation parts.

Delphic is based in Singapore, and our manufacturing locations include Penang, Malaysia, as well as Qingdao, China.

Our systems have been ISO certified to 9001:2008 standards. Quality is paramount to our reputation, and we are strict in maintaining the high standards of our products and services.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","delphicpl.com","https://www.linkedin.com/company/delphic-manufacturing-solution-pte-ltd"
,"FBJ Bearings","FBJ was established in 1971 with over 50 years of experience in the ball and roller bearing industry. FBJ bearings provide solutions within the Automotive, Industrial and Agricultural Market which structure their foundation.","Industrial Machinery Manufacturing","501-1,000 employees","Privately Held","Singapore, Singapore","Singapore","fbj-bearings.com","https://www.linkedin.com/company/fbj-bearings-international"
,"Fotona Dentistry Singapore","We are exclusive dealer of Fotona dental lasers in Singapore. Dental lasers have revolutionized dentistry with treatments that are faster, more effective and more satisfying to patients and practitioners than ever before.
The Lightwalker AT S is the most advanced and highest performance LightWalker model. It comes equipped with high-performance Er:YAG and Nd:YAG lasers, ""gold standard"" dental laser wavelengths (1064 nm and 2940 nm)","Medical Equipment Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","venusys.sg","https://www.linkedin.com/company/fotona-dentistry-singapore"
,"Orientco Performance Packaging","Professional bulk packaging manufacturer with a wide product portfolio

Flexitank | Non-hazardous bulk liquid  

Linerbag | Dry Bulk

Bespoke packaging solutions for different industries and applications","Packaging and Containers Manufacturing","11-50 employees","Privately Held","Singapore","Singapore","orientcopp.com","https://www.linkedin.com/company/orientco-performance-packaging"
,"Reach Electrical (S) Pte Ltd","REACH ELECTRICAL (S) PTE LTD is a renowned industrial heating equipment supplier, specializing in heating elements, hotplates, temperature sensors, digital control accessories and customized heating systems. With our strong technical support team, sufficient ex-stock and well-developed networking, we aim to constantly strive and pursue with passion in higher degree for excellence towards providing innovative solutions that exceed our customer's expectations.

Founded in 1988, Reach Electrical (S) Pte Ltd is the most comprehensive trader and fabricator of products related to heating equipment, temperature measurement and control systems. As generating heat and the control system are as important as everyday human life, our company, incorporate the technologies from leading countries like Australia, Germany, USA, Japan, etc, to produce heating design for various industries in all kinds of usage. Temperature measurement and controls are in part with the heating system for more define usage. We have made great contributions to the development of industries both domestically and overseas.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","reachelectrical.com","https://www.linkedin.com/company/reach-electrical-s-pte-ltd"
,"TIANCHENG ELECTRICAL MARINE EQUIPMENT PTE. LTD.","TC GROUP AND DIVISIONS
The quality, environment and occupational health & safety system is complete and includes a management
manual, procedure documents, volumes of workbook. These documents cover all the work of company’s operation,
production and management and clearly define every process, standard specifications and basic requirements of operations.

• Quality Management System ISO9001:2015
• BV MODE Ⅱ SCHEME
• BizSAFE Level 3
• API Q1 Quality Management System
TianCheng Electrical Marine Equipment Pte Ltd was founded on 23 June 2011. The company specializes in design, research & development, Sales & Marketing, manufacturing and production of marine equipment.
TC Offshore Marine Pte Ltd
TC Offshore Marine Pte Ltd was established in 2017. The company specializes in design, research & development, services & commissioning, manufacturing and production of offshore equipment.
TC Energy Equipment
and Services Pte Ltd
In July 2018, TC Energy Equipment and Services Pte Ltd was established. The company specialized in sales and services of Oil & Gas industry , API product and LNG gas and LNG equipment.
TC Medical Technology R&D Pte. LTD
TC Medical Technology R&D Pte Ltd is a subsidiary of Tiancheng Electrical Marine Equipment Pte Ltd. The Company was founded on 2020, We are specializes in Design, Research & Manufacturing and Production of Medical Device.
TianCheng Electrical Marine Equipment Pte Ltd was founded on 23 June 2011, We also have three competitive subsidiaries, respectively:
- TC Offshore Marine Pte Ltd.
- TC Energy Equipment and Services Pte Ltd.
- TC Medical Technology R&D Pte Ltd.


OUR STRENGTHS

In House System Design and Engineering
Manufacturing
High Quality Product
Team Advantage
Service & Repair
System Testing
After Sales Service
COMPANY CULTURE

Discipline
Dedication Spirit
Thankful Heart
Consistently Pursue Innovation & New Development
Pursue High-quality Products
High and Fast Development Speed","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Boon Lay, West Region","Singapore","tiancheng.com.sg","https://www.linkedin.com/company/tiancheng-electrical-marine-equipment-pte-ltd"
,"Life3 Biotech","A social enterprise at heart, Life3 Biotech Pte Ltd (Life3) was established with the core values of producing Sustainable, Innovative, and Nutritious food through the use of award-winning proprietary technology proven to be highly efficient whilst minimising carbon emission impact.
Leveraging on its strengths across the three pillars of Agritech, Biotech and Foodtech, Life3 envisions itself to be the leading innovator in transforming the global food production system through innovative food-biotechnology solutions. 
Life3 aims to address and advocate for community-at-large seeking an “Ecotarian” lifestyle, by adopting more affordable plant-based food in their diet, which will directly contribute to a more food resilient, sustainable and healthier Singapore.
Life3’s brand story can be found on www.Life3.co","Biotechnology Research","11-50 employees","Privately Held","Singapore","Singapore","life3.co","https://www.linkedin.com/company/life3-biotech"
,"GasHub Technology Pte Ltd","GasHub Technology Pte Ltd (GasHub) was incorporated in the Year 2001 by Founder and CEO Mr Avier Lim with a vision to pioneer the development of Proton Exchange Membrane (PEM) Fuel Cell Technology as a clean energy storage and delivery system for stationary and mobile power applications.

To date, GasHub have consistently delivered high quality fuel cell components and systems across different geographical regions and market segments. GasHub believes in empowering our vision of “Being a Key Enabler of Green Energy Solutions Globally”.

Because GasHub understands the way people live and how business work today, we have aligned our research and development effort to create products and solutions that deliver reliability, efficiency and competitive advantages.

Gashub focuses on the development and commercialization of Proton Exchange Membrane Fuel Cell and has successfully designed its own way of production and fuel cell configuration.

Today, GasHub manufactures more than 75% of all components used in its fuel cell stack assembly - giving us the competitive edge and leadership in cost and pricing control; hence, benefiting our clients worldwide. We provide greater client-value and sustainable revenue streams while pursuing our global ambitions.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held",,"Singapore","fuelcell.sg","https://www.linkedin.com/company/gashub-technology-pte-ltd"
,"Asia Technical Gas Pte Ltd","Asia Technical Gas Co (Pte) Ltd (ATG) has been established since 1978 and currently has three subsidiaries. PT. Sinba Technology Industries was established in Batam, Indonesia to meet the growing demand in the Indonesian market. In 2006, a third gas refilling factory, Bee Hua Industrial Gases Sdn Bhd, was established in Johor, Malaysia. On top of the gas manufacturing and refilling facilities, ATG also has a trading arm Bee Hua Trading (Pte) Ltd under its group of companies.","Chemical Manufacturing","51-200 employees","Privately Held","Singapore, Singapore","Singapore","atg.com.sg","https://www.linkedin.com/company/asia-technical-gas-pte-ltd"
,"Alexis Pipeline & Offshore Solutions Pte. Ltd.","Your leading technology in pipeline & repairs for all applications.","Industrial Machinery Manufacturing","201-500 employees","Privately Held","Serangoon","Singapore","alexisgroupsg.com","https://www.linkedin.com/company/alexis-pipeline-offshore-solutions-pte-ltd"
,"Beacon Sciences","Beacon Sciences is a distributor of scientific products in the following sectors:

Biomolecular Processing
Analytics and Sample Preparations
Industrial Microbiology
Food Safety
Laboratory Equipment and Consumables
Life Sciences Research

Our goal is to be the ideal partner for suppliers and customers. We operate from Singapore, Malaysia, and Indonesia.","Biotechnology Research","11-50 employees","Self Owned","Singapore, Singapore","Singapore","beaconsciences.com","https://www.linkedin.com/company/beacon-sciences"
,"Wemark Techno Engineering Pte Ltd","We are an integrated engineering company, located in Singapore, providing Contract Design & Manufacturing and Plant Maintenance & Servicing.

Our clients are in the fields of consumer electronics, wafer fabrication, automation, healthcare products, military, homeland security, and transport engineering.","Industrial Machinery Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","wemark.com.sg","https://www.linkedin.com/company/wemark-techno-engineering-pte-ltd"
,"Kensetsu International","Founded and headquartered in Singapore,  Kensetsu International is a leading waterproofing specialist and solutions provider in Asia. We offer a comprehensive range of waterproofing products for a variety of projects in Singapore, Thailand, Malaysia, China, and Vietnam. We focus on two main types of waterproofing: Our preventive waterproofing products for new structures include preformed and liquid-applied membranes, as well as integral waterproofing admixtures for concrete. Our remedial waterproofing products for repairing existing structures include a wide range of epoxy, polyurethane and acrylic injection grouts.

Our commitment to designing solutions, conducting training, and providing technical support for our clients has cemented our position as the preferred waterproofing supplier in Singapore. We are involved in numerous infrastructure projects in Singapore, including subway station and tunnels for the upcoming Thomson-East Coast MRT Line (TEL), as well as the upcoming Deep Tunnel Sewerage System (DTSS). Our technical support team is equipped with over 40 years of combined industry experience to provide training and on-site support for our clients.

We are certified according to strict environmental standards including ISO 14001:2015, the Singapore Green Labelling Scheme, and the Singapore Green Building Council Green Product Scheme. Our efficient waterproofing solutions play a pivotal role in reducing material wastage and pollution throughout the construction industry. Our other accreditations include ISO 9001:2015 and bizSAFE Level 3, which provides quality assurance for our processes and workplace safety.","Chemical Manufacturing","11-50 employees","Privately Held","Sungei Kadut, Singapore","Singapore","kst-grp.com","https://www.linkedin.com/company/kensetsu-international"
,"Mccoy Components","McCoy Components is a leading semiconductor distributor specializing in demand creation and servicing the OEMs or EMS companies through our field application engineers, technical sales specialists, technical marketing professionals and account representatives.

We provide our customers with pro-active engineering expertise and a portfolio of leading edge semiconductor devices. One of our services include designing of customized and differentiated products, reducing products’ time-to-market and lowering their overall costs. McCoy Components have continually invested in our demand creation capabilities and expanded our global presence
with Singapore as the Group Headquarter.","Semiconductor Manufacturing","11-50 employees","Public Company","Singapore","Singapore","mccoycomponents.com","https://www.linkedin.com/company/mccoy-components"
,"Elsa Advanced Systems Pte Ltd","Elsa Advanced Systems Pte Ltd is an engineering focused company with a mission to to protect key installations and assets from intrinsic or extrinsic damages caused by a liquid leak.","Appliances, Electrical, and Electronics Manufacturing","11-50 employees","Privately Held","Singapore, Singapore","Singapore","elsaadv.com","https://www.linkedin.com/company/elsaadv"
,"Electro-Acoustics Systems","Backed with over two decades of project references locally and regionally, EAS has successfully built applications to fulfil demands for Large Venue Sound Reinforcements, Integrated Multimedia Presentations, LAN-based Video Streaming, Congressional Conferences, Stage Rigging & Lighting, Large Video Display and Broadcast & Post Production by performance art centres, hotels, financial institutions, convention centres, theme parks, broadcasting stations, sports amenities, judicial courtrooms, tertiary institutions, business suites and boardrooms. The company has grown rapidly to become one of the leading systems integrators in the field of technological convergence.","Appliances, Electrical, and Electronics Manufacturing","51-200 employees","Privately Held","Singapore","Singapore","easpl.com.sg","https://www.linkedin.com/company/electro-acoustics-systems"
,"Valvewerkz Pte Ltd","ValveWerkz is a regional valve specialist headquartered in Singapore, serving Southeast Asia’s most demanding industries including power generation, water treatment, petrochemical, semiconductor, and pharmaceutical sectors. We supply high-performing industrial valves built for reliability, precision, and safety. From globe and ball valves to bellows-seal designs and steam traps, every ValveWerkz product is backed by rigorous testing and responsive support. With local teams across the region and a commitment to performance and cost-efficiency, we help engineers keep their systems running without compromise.","Industrial Machinery Manufacturing","11-50 employees","Privately Held","Pioneer, Southwest","Singapore","valvewerkz.com","https://www.linkedin.com/company/valvewerkz"
,"APAC HealthTech Legal & Compliance Industry Group","An industry group of experienced Legal / Compliance Thought Leaders working in the fields of Life Sciences, Technology, Risk Management, Compliance & Cyber Security - with a keen focus on matters arising in Asia Pacific.","Pharmaceutical Manufacturing","11-50 employees","Non Profit","Singapore APACHealthTech@gmail.com","Singapore",,"https://www.linkedin.com/company/apac-healthtech-industry-group"
,"Neocytogen Theraputics","Neocytogen Therapeutics is a biotechnology company focusing on universal cell and gene therapy, committed to developing innovative therapies for malignant tumors and chronic diseases. The company's core technologies include universal CAR-X platform, iPSC platform, next generation oncolytic virus platform, and exosome technology platform. The founding team of Neocytogen is composed of senior scientists from the National University of Singapore and Nanyang Technological University. The company is headquartered in Singapore, with R&D centers in Singapore and Shanghai, China. We are also building an integrated center of R&D and production in Singapore to support future technology translation and clinical applications, enabling us to become a global leader in universal cell therapy.

For more information, please refer to our website.","Biotechnology Research","11-50 employees","Privately Held","Singapore, Singapore","Singapore","neocytogen.com","https://www.linkedin.com/company/neocytogen-therapeutics-pte-ltd"
