company_name,category,description,website,phone,email,detail_url
TEO SOON SENG PTE LTD,Eggs - Importers & Exporters,,https://teoss.com,(65) 6471 3710,sales@teoss.org,https://www.agri-biz.com/company-details/teo-soon-seng-pte-ltd/
TEOCHEW HANDMADE PAU PTE LTD,Dian Xin,,,(65) 6659 5786,,https://www.agri-biz.com/company-details/teochew-handmade-pau-pte-ltd/
TERRA-FIRMA BIOTECHNOLOGIES (S) PTE LTD,Health Food,,,(65) 6338 3818,,https://www.agri-biz.com/company-details/terra-firma-biotechnologies-s-pte-ltd/
TEW SENG CHEOW KEE,Eggs - Importers & Exporters,,,(65) 6226 3732,,https://www.agri-biz.com/company-details/tew-seng-cheow-kee/
THAI SING FOODSTUFFS INDUSTRY PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6755 2166,,https://www.agri-biz.com/company-details/thai-sing-foodstuffs-industry-pte-ltd/
THAI VILLAGE RESTAURANT PTE LTD,Central Kitchens,,,(65) 6487 6182,general@thaivillagerestaurant.com.sg,https://www.agri-biz.com/company-details/thai-village-restaurant-pte-ltd/
THAT AQUARIUM,Aquarium Fish Shops,,,(65) 6758 5488,,https://www.agri-biz.com/company-details/that-aquarium/
THE ANIMAL CLINIC PTE LTD,Animal Clinics,,,(65) 6776 3450,,https://www.agri-biz.com/company-details/the-animal-clinic-pte-ltd/
THE ANIMAL CLINIC PTE LTD (KATONG),Animal Clinics,,,(65) 6440 4767,,https://www.agri-biz.com/company-details/the-animal-clinic-pte-ltd-katong/
THE ANIMAL DOCTORS PTE LTD,Animal Vaccines,,,(65) 6451 4531,,https://www.agri-biz.com/company-details/the-animal-doctors-pte-ltd/
THE ANIMAL RESORT PTE LTD,Dogs - Farms,,,(65) 6482 1160,,https://www.agri-biz.com/company-details/the-animal-resort-pte-ltd/
THE BAKERY DEPOT PTE LTD,Food Ingredients,,,(65) 6446 5795,,https://www.agri-biz.com/company-details/the-bakery-depot-pte-ltd/
THE BUTCHER (SINGAPORE) PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6472 0073,,https://www.agri-biz.com/company-details/the-butcher-singapore-pte-ltd/
THE CAFE LOBBY (WL) PTE LTD,Central Kitchens,,,(65) 6759 1082,,https://www.agri-biz.com/company-details/the-cafe-lobby-wl-pte-ltd/
THE CAKE FACTORY PTE LTD,Confectionery & Pastry Products,,,(65) 6245 1183,,https://www.agri-biz.com/company-details/the-cake-factory-pte-ltd/
THE CAT CLINIC,Veterinary Clinics,,,(65) 6873 0014,,https://www.agri-biz.com/company-details/the-cat-clinic/
THE CELLAR DOOR PTE LTD,Meat & Meat Products - Importers & Exporters,,,(65) 6464 9909,,https://www.agri-biz.com/company-details/the-cellar-door-pte-ltd/
THE CHOCOLATE FACTORY PTE LTD,Ice Cream & Gelato,,,(65) 6282 9787,,https://www.agri-biz.com/company-details/the-chocolate-factory-pte-ltd/
THE COFFEE BEAN & TEA LEAF (S) PTE LTD,Confectionery & Pastry Products,,,(65) 6272 0036,hr@coffeebean.com.sg,https://www.agri-biz.com/company-details/the-coffee-bean-tea-leaf-s-pte-ltd/
THE COFFEE CONNECTION PTE LTD,Central Kitchens,,,(65) 6736 3511,,https://www.agri-biz.com/company-details/the-coffee-connection-pte-ltd/
THE FRENCH FARM CO PTE LTD,Food Products,,,(65) 6223 2776,,https://www.agri-biz.com/company-details/the-french-farm-co-pte-ltd/
THE GELATO CONNECTION PTE LTD,Ice Cream & Gelato,,,(65) 6397 7358,,https://www.agri-biz.com/company-details/the-gelato-connection-pte-ltd/
THE GOLD MOUNTAIN CAFE DISTRIBUTOR,Coffee,,,(65) 6448 3631,,https://www.agri-biz.com/company-details/the-gold-mountain-cafe-distributor/
THE GREEN CORRIDOR ENTERPRISE,Fruits & Vegetables - Wholesalers & Traders,,,(65) 9753 4931,,https://www.agri-biz.com/company-details/the-green-corridor-enterprise/
THE HUB'S ENGINEERING PTE LTD,Food Processing  Equipment & Supplies,Member of MTA,https://hubs.com.sg,(65) 6749 1911,hubsales@hubs.com.sg,https://www.agri-biz.com/company-details/the-hubs-engineering-pte-ltd/
THE IRON GROCER PTE LTD,Food Products,Member of MTA,,,,https://www.agri-biz.com/company-details/the-iron-grocer-pte-ltd/
THE JELLYHEARTS,Desserts,,,(65) 6583 8782,,https://www.agri-biz.com/company-details/the-jellyhearts/
THE NATURE COMPANY (SINGAPORE) PTE LTD,Landscaping - Contract & Maintenance,,,(65) 6252 6802,,https://www.agri-biz.com/company-details/the-nature-company-singapore-pte-ltd/
THE ORANGE LANTERN GOURMET KITCHEN PTE LTD,Central Kitchens,,,(65) 6841 4248,,https://www.agri-biz.com/company-details/the-orange-lantern-gourmet-kitchen-pte-ltd/
THE ORGANIC BAKER PTE LTD,Bakeries,,,(65) 6468 0331,,https://www.agri-biz.com/company-details/the-organic-baker-pte-ltd/
THE PATISSIER LLP,Confectionery & Pastry Products,,,(65) 6737 3369,,https://www.agri-biz.com/company-details/the-patissier-llp/
THE PAU SHOP PTE LTD,Dian Xin,,,(65) 6288 9831,,https://www.agri-biz.com/company-details/the-pau-shop-pte-ltd/
THE PET HOTEL,Dogs - Farms,,,(65) 6582 2222,,https://www.agri-biz.com/company-details/the-pet-hotel/
THE QUAYSIDE GROUP PTE LTD,Confectionery & Pastry Products,,,(65) 6338 0138,,https://www.agri-biz.com/company-details/the-quayside-group-pte-ltd/
THE ROYALS (PREMIUM CAKES) PTE LTD,Confectionery & Bakery Supplies,,,(65) 6246 0366,,https://www.agri-biz.com/company-details/the-royals-premium-cakes-pte-ltd/
THE SAGAR TRADING COMPANY,Agricultural Commodities - Others,,,(65) 6224 8816,,https://www.agri-biz.com/company-details/the-sagar-trading-company/
THE SOUP SPOON PTE LTD,Central Kitchens,,,(65) 6749 1161,,https://www.agri-biz.com/company-details/the-soup-spoon-pte-ltd/
THE STRAITS AQUARIUMS PTE LTD,Fish Ornamental - Importers & Exporters,,,(65) 6481 7777,,https://www.agri-biz.com/company-details/the-straits-aquariums-pte-ltd/
THE SUKHA HOUSE PTE LTD,Agricultural Commodities - Wheat,,,(65) 6842 6795,,https://www.agri-biz.com/company-details/the-sukha-house-pte-ltd/
THE V PTE LTD,Confectionery & Pastry Products,,,(65) 6749 7496,,https://www.agri-biz.com/company-details/the-v-pte-ltd/
THERMOFROST METAL ENGINEERING PTE LTD,Kitchen Equipment & Supplies,,https://yellowpages.com.sg,(65) 6759 9555,tmemetal@singnet.com.sg,https://www.agri-biz.com/company-details/thermofrost-metal-engineering-pte-ltd/
THESEAFOODCOMPANY PTE LTD,Fish & Seafood Products - Importers & Exporters,Member of SIAS,,(65) 6288 1411,,https://www.agri-biz.com/company-details/theseafoodcompany-pte-ltd/
THIA PIAH SENG,Fish & Seafood - Merchants,,,(65) 6265 0506,,https://www.agri-biz.com/company-details/thia-piah-seng/
THIRTYTHREE PTE LTD,Ice Cream & Gelato,,,(65) 6684 2402,,https://www.agri-biz.com/company-details/thirtythree-pte-ltd/
THOMSEN FOOD LINE SINGAPORE PTE LTD,Meat & Meat Products - Importers & Exporters,Member of MTA,,(65) 6734 7347,,https://www.agri-biz.com/company-details/thomsen-food-line-singapore-pte-ltd/
THOMSON CAKE & CONFECTIONERY,Confectionery & Pastry Products,,,(65) 6752 8911,,https://www.agri-biz.com/company-details/thomson-cake-confectionery/
THOMSON CATERING PTE LTD,Caterers,,,(65) 6265 7532,,https://www.agri-biz.com/company-details/thomson-catering-pte-ltd/
THOMSON FOODSTUFF MANUFACTURING,Confectionery & Pastry Products,,,(65) 6752 8911,,https://www.agri-biz.com/company-details/thomson-foodstuff-manufacturing/
THONG CHEW FOOD INDUSTRIES PTE LTD,Spices,,,(65) 6266 7879,,https://www.agri-biz.com/company-details/thong-chew-food-industries-pte-ltd/
THONG HAI PTE LTD,Fruits & Vegetables - Importers & Exporters,Member of SFVA & STFIEA,,(65) 6778 3788,,https://www.agri-biz.com/company-details/thong-hai-pte-ltd/
THONG HUP GARDENS PTE LTD,Orchids - Farms,Member of SFA,https://thonghup.com.sg,(65) 6454 5055,,https://www.agri-biz.com/company-details/thong-hup-gardens-pte-ltd/
THONG SIEK FOOD INDUSTRY PTE LTD,Fish & Seafood Processing Establishments,,https://thongsiek.com,(65) 6756 0233,tsfi@thongsiek.com,https://www.agri-biz.com/company-details/thong-siek-food-industry-pte-ltd/
THONG SIEK GLOBAL PTE LTD,Fish & Seafood Products - Importers & Exporters,Member of SIAS,,(65) 6756 0233,,https://www.agri-biz.com/company-details/thong-siek-global-pte-ltd/
THONG YAN FISH MERCHANTS CO,Fish & Seafood - Merchants,,,(65) 6265 0459,,https://www.agri-biz.com/company-details/thong-yan-fish-merchants-co/
THOW KWANG INDUSTRY (PTE) LTD,Pottery Ware,,,(65) 6265 5808,,https://www.agri-biz.com/company-details/thow-kwang-industry-pte-ltd/
THOW YEN FOODSTUFFS PTE LTD,Dian Xin,,,(65) 6246 5515,,https://www.agri-biz.com/company-details/thow-yen-foodstuffs-pte-ltd/
THREE OCEAN SEAFOOD TRADING,Fish & Seafood Products - Importers & Exporters,,,(65) 6788 4938,,https://www.agri-biz.com/company-details/three-ocean-seafood-trading/
THYE SHAN MEDICAL HALL PTE LTD,Beverages,,https://thyeshan.com,(65) 6223 0701,custsvc@thyeshan.com,https://www.agri-biz.com/company-details/thye-shan-medical-hall-pte-ltd/
TIAN RAN VEGETARIAN FOOD,Vegetarian Foods,Manufacturing of konjac Manufacturing of chilli sauce/vegetarian products Import & export of vegetarian products Operation hours: Monday to Friday             8am...,,(65) 6445 1686,,https://www.agri-biz.com/company-details/tian-ran-vegetarian-food/
TIAN RAN ZHONG COOLING TEA,Beverages,,,(65) 6264 3308,,https://www.agri-biz.com/company-details/tian-ran-zhong-cooling-tea/
TIAN SHENG FRESH PRODUCE PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6227 8328,,https://www.agri-biz.com/company-details/tian-sheng-fresh-produce-pte-ltd/
TIEN HUP CHAN,Agricultural Commodities - Rice,,,(65) 6348 3608,,https://www.agri-biz.com/company-details/tien-hup-chan/
TIEN SENG ENGINEERING PTE LTD,Packaging Materials,,,(65) 6538 9719,,https://www.agri-biz.com/company-details/tien-seng-engineering-pte-ltd/
TIEN YUAN CHEMICAL (PTE) LTD,Agricultural Chemicals,,https://tienyuan.com,(65) 6265 2518,tienyuan@singnet.com.sg,https://www.agri-biz.com/company-details/tien-yuan-chemical-pte-ltd/
TIMES CHEMICALS PTE LTD,Feed - Wholesalers & Manufacturers,,https://timeschemicals.com.sg,(65) 6747 5088,timeschemicals@gmail.com,https://www.agri-biz.com/company-details/times-chemicals-pte-ltd/
TIONG BAHRU FRIED FISH BALL,Fish & Seafood Processing Establishments,,,(65) 6282 7275,,https://www.agri-biz.com/company-details/tiong-bahru-fried-fish-ball/
TIONG BAHRU PAU PTE LTD,Dian Xin,,,(65) 6222 7656,,https://www.agri-biz.com/company-details/tiong-bahru-pau-pte-ltd/
TIONG HIN FISH MERCHANT CO.,Fish & Seafood - Merchants,,,(65) 6264 5009,,https://www.agri-biz.com/company-details/tiong-hin-fish-merchant-co/
TIPEX PTE LTD,Dried Foods,,https://tipex.com.sg,(65) 6268 7600,customercare@tipex.com.sg,https://www.agri-biz.com/company-details/tipex-pte-ltd/
TISCO PTE LTD,Health Food,,,(65) 6344 4966,,https://www.agri-biz.com/company-details/tisco-pte-ltd/
TJC FOOD HOLDINGS (SINGAPORE) PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6397 7001,,https://www.agri-biz.com/company-details/tjc-food-holdings-singapore-pte-ltd/
TMS INTERNATIONAL PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6333 9629,,https://www.agri-biz.com/company-details/tms-international-pte-ltd/
TN LEE SINGAPORE,Fish & Seafood - Merchants,,,(65) 6749 5213,,https://www.agri-biz.com/company-details/tn-lee-singapore/
TN TRANSPORT & WAREHOUSING PTE LTD,Transport,,,(65) 6753 0222,,https://www.agri-biz.com/company-details/tn-transport-warehousing-pte-ltd/
TNT VEGETABLES IMPORTER & EXPORTER,Fruits & Vegetables - Importers & Exporters,,,(65) 6778 1445,,https://www.agri-biz.com/company-details/tnt-vegetables-importer-exporter/
TOA PAYOH VETS (TOA PAYOH VETERINARY SURGERY),Animal Clinics,,,(65) 6254 3326,,https://www.agri-biz.com/company-details/toa-payoh-vets-toa-payoh-veterinary-surgery/
TOBE PACKAGING INDUSTRIES PTE LTD,Packaging Materials,,,(65) 6297 0555,mgt@tobe-packaging.com,https://www.agri-biz.com/company-details/tobe-packaging-industries-pte-ltd/
TOH CHIN LEONG CONSTRUCTION PTE LTD,Contractors - General,,,(65) 6287 4527,,https://www.agri-biz.com/company-details/toh-chin-leong-construction-pte-ltd/
TOH CHUAN KEE FOODSTUFF PTE LTD,Confectionery & Bakery Supplies,,,(65) 6245 5878,,https://www.agri-biz.com/company-details/toh-chuan-kee-foodstuff-pte-ltd/
TOH FLORICULTURE SUPPLIES,Orchids - Farms,,,(65) 6762 4046,,https://www.agri-biz.com/company-details/toh-floriculture-supplies/
TOH FOOD PTE LTD,Food Products,Member of MTA,,(65) 6283 3800,,https://www.agri-biz.com/company-details/toh-food-pte-ltd/
TOH GARDEN,Ornamental Plants - Farms,,https://tohgarden.com,(65) 3159 3931,sales@tohgarden.com,https://www.agri-biz.com/company-details/toh-garden/
TOH HER KWEE TRADING,Fish & Seafood Products - Importers & Exporters,,,(65) 6457 3329,,https://www.agri-biz.com/company-details/toh-her-kwee-trading/
TOH KIM BOCK C-E CONTRACTOR PTE LTD,Landscaping Equipment & Supplies,,,(65) 6253 5422,,https://www.agri-biz.com/company-details/toh-kim-bock-c-e-contractor-pte-ltd/
TOH LI FOOD PRODUCTS PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6758 4567,,https://www.agri-biz.com/company-details/toh-li-food-products-pte-ltd/
TOH ORCHIDS,Orchids - Farms,,https://theorchidpeople.com,(65) 6760 4822,toporkid@singnet.com.sg,https://www.agri-biz.com/company-details/toh-orchids/
TOMHOUSE PTE LTD,Fruits & Vegetables - Importers & Exporters,,,(65) 6464 1101,enquiry@tomhouse.com.sg,https://www.agri-biz.com/company-details/tomhouse-pte-ltd/
TOMHOUSE101 TRADING,Fruits & Vegetables - Importers & Exporters,,,(65) 6779 0074,,https://www.agri-biz.com/company-details/tomhouse101-trading/
TOMIWA TRADING,Fish & Seafood Products - Importers & Exporters,,,(65) 6221 5187,,https://www.agri-biz.com/company-details/tomiwa-trading/
TOMO-YA JAPANESE FOOD TRADING PTE LTD,Cold Stores,,,(65) 6569 5006,,https://www.agri-biz.com/company-details/tomo-ya-japanese-food-trading-pte-ltd/
TONG AIK FISH DEALER,Fish & Seafood - Merchants,,,(65) 6264 0244,,https://www.agri-biz.com/company-details/tong-aik-fish-dealer/
TONG AIK MARINE ENTERPRISE PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6438 0226,tongaik8@singnet.sg,https://www.agri-biz.com/company-details/tong-aik-marine-enterprise-pte-ltd/
TONG CHIANG HOLDINGS PTE LTD,Food & Beverages - Trading,,,(65) 6742 4001,,https://www.agri-biz.com/company-details/tong-chiang-holdings-pte-ltd/
TONG GARDEN FOOD (SINGAPORE) PTE LTD,Snacks,,https://tonggarden.com.sg,(65) 6264 4441,marketing@tonggarden.com.sg,https://www.agri-biz.com/company-details/tong-garden-food-singapore-pte-ltd/
TONG GUAN FISH MERCHANT,Fish & Seafood - Merchants,,,(65) 6546 0425,,https://www.agri-biz.com/company-details/tong-guan-fish-merchant/
TONG LAM SENG KEE,Fish & Seafood Products - Importers & Exporters,,,(65) 6744 4906,,https://www.agri-biz.com/company-details/tong-lam-seng-kee/
TONG SENG PRODUCE PTE LTD,Rice,,https://tspsonghe.com.sg,(65) 6756 6128,tspltd@tspsonghe.com.sg,https://www.agri-biz.com/company-details/tong-seng-produce-pte-ltd/
TOP FOAM INDUSTRIES PTE LTD,Packaging Materials,,,(65) 6756 1833,,https://www.agri-biz.com/company-details/top-foam-industries-pte-ltd/
TOP GOURMET FOOD INDUSTRIES PTE LTD,Desserts,,,(65) 6757 1150,,https://www.agri-biz.com/company-details/top-gourmet-food-industries-pte-ltd/
TOPAIR ENGINEERING PTE LTD,Refrigerating Equipment - Commercial & Industrial,,https://topair.com.sg,(65) 6789 5223,wecare@topair.com.sg,https://www.agri-biz.com/company-details/topair-engineering-pte-ltd/
TOPCHOICE FOOD INDUSTRIES (S) PTE LTD,Frozen Foods,,,(65) 6753 1677,,https://www.agri-biz.com/company-details/topchoice-food-industries-s-pte-ltd/
TOPGRID PEST SPECIALIST PTE LTD,Pest Control,,,(65) 6438 3368,,https://www.agri-biz.com/company-details/topgrid-pest-specialist-pte-ltd/
TOPSTEEL HOLDINGS PTE LTD,Kitchen Equipment & Supplies,,,(65) 6482 1383,,https://www.agri-biz.com/company-details/topsteel-holdings-pte-ltd/
TORI-TAMA HOLDINGS PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6423 1555,,https://www.agri-biz.com/company-details/tori-tama-holdings-pte-ltd/
TORNADO FOOD PTE LTD,Meat Processing Establishments,,,(65) 6442 3334,,https://www.agri-biz.com/company-details/tornado-food-pte-ltd/
TOTAL FRESH,Fruits & Vegetables - Importers & Exporters,Member of SFVA,,(65) 6774 4566,,https://www.agri-biz.com/company-details/total-fresh/
TOYOTA TSUSHO ASIA PACIFIC PTE LTD,Fish & Seafood Products - Importers & Exporters,,https://toyotsu.com.sg,(65) 6222 3711,ino@toyotsu.com.sg,https://www.agri-biz.com/company-details/toyota-tsusho-asia-pacific-pte-ltd/
TRACTORS SINGAPORE LTD,Landscaping Equipment & Supplies,,https://tractors.com.sg,(65) 6261 2222,tractors@tractors.simedarby.com.sg,https://www.agri-biz.com/company-details/tractors-singapore-ltd/
TRADE-PRO SHIP SUPPLY PTE LTD,Meat & Meat Products - Importers & Exporters,Member of MTA,,(65) 6250 8444,,https://www.agri-biz.com/company-details/trade-pro-ship-supply-pte-ltd/
TRADEOCEAN INTERNATIONAL,Fish & Seafood Products - Wholesalers & Traders,Member of SIAS,,(65) 6746 6377,,https://www.agri-biz.com/company-details/tradeocean-international/
TRADEWINDS FOOD INDUSTRIES PTE LTD,Cold Stores,,,(65) 6385 8385,,https://www.agri-biz.com/company-details/tradewinds-food-industries-pte-ltd/
TRADITIONAL KUEH BAULU,Kueh,,,(65) 6842 9555,,https://www.agri-biz.com/company-details/traditional-kueh-baulu/
TRADSEA TRADING PTE LTD,Fish & Seafood - Merchants,,,(65) 6293 8714,,https://www.agri-biz.com/company-details/tradsea-trading-pte-ltd/
TRANS INSTRUMENTS (SINGAPORE) PTE LTD,Scientific Apparatus & Instruments,,,(65) 6742 0367,,https://www.agri-biz.com/company-details/trans-instruments-singapore-pte-ltd/
TRANSCITY FROZEN FOODS SUPPLIER PTE LTD,Cold Stores,,,(65) 6756 7562,,https://www.agri-biz.com/company-details/transcity-frozen-foods-supplier-pte-ltd/
TRANSICOM ENGINEERING PTE LTD,Food Processing  Equipment & Supplies,,,(65) 6543 0988,,https://www.agri-biz.com/company-details/transicom-engineering-pte-ltd/
TRANSIT AIR CARGO SINGAPORE PTE LTD,Freight Forwarders,,https://transitairasia.com.sg,(65) 6438 1686,info@tacs.com.sg,https://www.agri-biz.com/company-details/transit-air-cargo-singapore-pte-ltd/
TRANSPEED CARGO (S) PTE LTD,Freight Forwarders,,https://transpeed.com.sg,(65) 6542 0044,,https://www.agri-biz.com/company-details/transpeed-cargo-s-pte-ltd/
TRANSQUEST SUPPLIES & CO PTE LTD,Landscaping - Contract & Maintenance,,https://transquestgroup.com,(65) 6273 0305,enquiries@transquest.com.sg,https://www.agri-biz.com/company-details/transquest-supplies-co-pte-ltd/
TRI GATEWAY EXPORTS,Food & Beverages - Trading,,,(65) 6348 1956,,https://www.agri-biz.com/company-details/tri-gateway-exports/
TRI-MARINE INTERNATIONAL (PTE) LTD,Fish & Seafood Products - Wholesalers & Traders,Member of SIAS,https://trimarinegroup.com,(65) 6261 0663,wkchan@trimarinegroup.com,https://www.agri-biz.com/company-details/tri-marine-international-pte-ltd/
TRIDELTA FOOD PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6852 3467,,https://www.agri-biz.com/company-details/tridelta-food-pte-ltd/
TRIO MANUFACTURER,Packaging Materials,,,(65) 6299 3328,,https://www.agri-biz.com/company-details/trio-manufacturer/
TRIPAL PACKAGING (S) PTE LTD,Packaging Materials,,,(65) 6289 2722,,https://www.agri-biz.com/company-details/tripal-packaging-s-pte-ltd/
TRITECH WATER TECHNOLOGIES PTE LTD,Water - Bottled,,,(65) 6848 2567,,https://www.agri-biz.com/company-details/tritech-water-technologies-pte-ltd/
TROP AQUARIUM,Fish Ornamental - Importers & Exporters,Member of SAFEA,,(65) 6584 3887,,https://www.agri-biz.com/company-details/trop-aquarium/
TROPIC PLANNERS & LANDSCAPE PTE LTD,Landscape Designers,,,(65) 6762 0500,,https://www.agri-biz.com/company-details/tropic-planners-landscape-pte-ltd/
TROPICAL ENVIRONMENT PTE LTD,Landscaping - Contract & Maintenance,,,(65) 6451 1922,,https://www.agri-biz.com/company-details/tropical-environment-pte-ltd/
TROPICAL FISH INTERNATIONAL (PTE) LTD,Fish Ornamental - Farms,Member of SAFEA,https://tropicalintl.com,(65) 6584 0877,info@tropicalfishintl.com,https://www.agri-biz.com/company-details/tropical-fish-international-pte-ltd/
TROPIFAME (S) PTE LTD,Florists,,,(65) 6338 8182,,https://www.agri-biz.com/company-details/tropifame-s-pte-ltd/
TROPIFAME FLORA,Florists,Member of FAS,,,,https://www.agri-biz.com/company-details/tropifame-flora/
TROPIFAME FLORAL DESIGN SCHOOL PTE LTD,Florists,Member of FAS & SFA,,(65) 6338 8182,,https://www.agri-biz.com/company-details/tropifame-floral-design-school-pte-ltd/
TRUE HERITAGE BREW SINGAPORE PTE LTD,Liquors & Wine,,,(65) 6223 2282,,https://www.agri-biz.com/company-details/true-heritage-brew-singapore-pte-ltd/
TS FOOD HOLDINGS PTE LTD,Central Kitchens,,,(65) 6570 3002,,https://www.agri-biz.com/company-details/ts-food-holdings-pte-ltd/
TS RESOURCES GLOBAL PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6863 5500,,https://www.agri-biz.com/company-details/ts-resources-global-pte-ltd/
TTK SERVICES PTE LTD,Landscape Designers,,,(65) 6465 1622,,https://www.agri-biz.com/company-details/ttk-services-pte-ltd/
TUCK LEE ICE PTE LTD,Ice,,https://tucklee.com,(65) 6474 2062,sales@tucklee.com,https://www.agri-biz.com/company-details/tuck-lee-ice-pte-ltd/
TUNG HENG CHAN PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,,(65) 6535 1190,,https://www.agri-biz.com/company-details/tung-heng-chan-pte-ltd/
TUNG LOK NOBLE GIFTS,Cold Stores,,,(65) 6565 7693,,https://www.agri-biz.com/company-details/tung-lok-noble-gifts/
TUNG SHUN PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6778 8895,,https://www.agri-biz.com/company-details/tung-shun-pte-ltd/
TUNG-HU AQUARIUM TRADING,Aquarium Supplies,Member of SAFEA,,(65) 6794 1198,,https://www.agri-biz.com/company-details/tung-hu-aquarium-trading/
TUNGSAN FOOD INDUSTRIES PTE LTD,Food Processing & Packing,,https://tungsanfood.com,(65) 6257 6897,sales@tungsanfood.com,https://www.agri-biz.com/company-details/tungsan-food-industries-pte-ltd/
TURF & IRRIGATION SERVICES PTE LTD,Landscaping - Contract & Maintenance,,https://turf.com.sg,(65) 6741 5438,turfgrass@mac.com,https://www.agri-biz.com/company-details/turf-irrigation-services-pte-ltd/
TWG TEA COMPANY PTE LTD,Confectionery & Pastry Products,,,(65) 6733 7997,info@twgt.com,https://www.agri-biz.com/company-details/twg-tea-company-pte-ltd/
TWIN CREATION PTE LTD,Dishwashing Services,,,(65) 6747 6843,,https://www.agri-biz.com/company-details/twin-creation-pte-ltd/
TWIN PEAKS VENTURE SINGAPORE PTE LTD,Frozen Foods,,,(65) 6884 6152,,https://www.agri-biz.com/company-details/twin-peaks-venture-singapore-pte-ltd/
TY INNOVATIONS PTE LTD,Kitchen Equipment & Supplies,,,(65) 6779 4500,,https://www.agri-biz.com/company-details/ty-innovations-pte-ltd/
TYSAN FOOD PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6283 3800,,https://www.agri-biz.com/company-details/tysan-food-pte-ltd/
U SAY MARKETING PTE LTD,Cut Fruits & Vegetables,,https://usaymarketing.com,(65) 6570 5030,info@usaymarketing.com,https://www.agri-biz.com/company-details/u-say-marketing-pte-ltd/
U-FREIGHT (SINGAPORE) PTE LTD,Freight Forwarders,,,(65) 6542 2888,,https://www.agri-biz.com/company-details/u-freight-singapore-pte-ltd/
U-MARKET PLACE ENTERPRISE PTE LTD,Meat & Meat Products - Importers & Exporters,,,(65) 6265 5949,,https://www.agri-biz.com/company-details/u-market-place-enterprise-pte-ltd/
U-SAVE F & B EQUIPMENT PTE LTD,Refrigerating Equipment - Commercial & Industrial,,,(65) 6841 0185,,https://www.agri-biz.com/company-details/u-save-f-b-equipment-pte-ltd/
U.S MEAT EXPORT FEDERATION,Meat & Meat Products - Importers & Exporters,Member of MTA,,(65) 6733 4255,,https://www.agri-biz.com/company-details/u-s-meat-export-federation/
UCC BREWER'S PTE LTD,Coffee,,,(65) 6556 0880,,https://www.agri-biz.com/company-details/ucc-brewers-pte-ltd/
UDDERS FIRST PTE LTD,Ice Cream & Gelato,,,(65) 6659 1723,,https://www.agri-biz.com/company-details/udders-first-pte-ltd/
UL INTERNATIONAL SINGAPORE PTE LTD,Certification Bodies,,https://ul.com,(65) 6274 0702,customerservice@sg.ul.com,https://www.agri-biz.com/company-details/ul-international-singapore-pte-ltd/
UMEYA FOOD SERVICES PTE LTD,Food Products,,,(65) 6848 2088,,https://www.agri-biz.com/company-details/umeya-food-services-pte-ltd/
UNCLE WILLIAM PTE LTD,Quails - Farms,,,(65) 6767 0070,,https://www.agri-biz.com/company-details/uncle-william-pte-ltd/
UNI-TAT ICE & MARKETING PTE LTD,Ice,,,(65) 6743 8484,,https://www.agri-biz.com/company-details/uni-tat-ice-marketing-pte-ltd/
UNICANE INDUSTRIES PTE LTD,Agricultural Commodities - Others,,https://unicane.com,(65) 6366 1888,whizkid638@yahoo.com,https://www.agri-biz.com/company-details/unicane-industries-pte-ltd/
UNICARE IMPEX PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6448 9982,,https://www.agri-biz.com/company-details/unicare-impex-pte-ltd/
UNIFAMM TRADING PTE LTD,Food Ingredients,Member of SIAS,,(65) 6214 1885,,https://www.agri-biz.com/company-details/unifamm-trading-pte-ltd/
UNIFOOD INTERNATIONAL (S) PTE LTD,Soya Bean Products,,,(65) 6841 3855,,https://www.agri-biz.com/company-details/unifood-international-s-pte-ltd/
UNIGREAT RESOURCES PTE LTD,Fish & Seafood Products - Importers & Exporters,,,(65) 6776 0906,,https://www.agri-biz.com/company-details/unigreat-resources-pte-ltd/
UNIKLEEN CHEM (S) PTE LTD,Dishwashing Services,,,(65) 6684 0046,,https://www.agri-biz.com/company-details/unikleen-chem-s-pte-ltd/
UNILEVER ASIA PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,https://unilever.com.sg,(65) 6643 3000,campbell.hodgetts@unilever.com,https://www.agri-biz.com/company-details/unilever-asia-pte-ltd/
UNILEVER SINGAPORE PTE LTD,Fish & Seafood Products - Wholesalers & Traders,,https://unilever.com.sg,(65) 6643 4800,,https://www.agri-biz.com/company-details/unilever-singapore-pte-ltd/
