"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Logistics Services Offered","TMS Software Used","Carrier Partners Count & Names","Employee Range Fit","Has Ocean or Air","Has Ocean or Air (2)","Uses CargoWise","Multi Carrier","ICP Score","FF Verified"
,"FPS Global Network","The FPS Global Network is a direct result of the enthusiasm, drive, determination and foresight of three proudly-independent freight forwarders: Famous Freight Forwarding (Singapore), Pacific Bridge Services (Hong Kong) and Leo Transport (Bangkok).

Their dream was to establish a global network comprising FPS companies, supported by strategic alliances with first class companies working under a unified identity for the benefit of all.
 
Eighteen (18) years later, the FPS Global Network is a not-for-profit organisation with 149 offices in 40 countries throughout the World. FPS aims to expand this group further, through the recruitment of additional carefully-selected, high-calibre members.","Transportation, Logistics, Supply Chain and Storage","201-500 employees","Privately Held","Downtown Core, Central Singapore Community Development Council","Singapore","fpsglobalnetwork.com","https://www.linkedin.com/company/fpsglobalnetwork","[{""fcl"":"""",""lcl"":"""",""evidenceUrl"":""https://fpsglobalnetwork.com/"",""serviceName"":""FPS Global Network Membership and Networking Services"",""serviceCatego...","Response","Response",false,false,false,false,false,0,true
,"Phee Group","Founded in 1993, PHEE Group has three main business units in Shipping Agencies, Total Logistics Solution and Liner/Box Operation. The Group offers an entire spectrum of reliable and efficient logistics services from shipping, 3rd party logistics, warehousing to relocations services.

In just 24-years, The Group has incorporated offices in Singapore, Cambodia, Vietnam, Myanmar and Thailand and will be expanding to neighbouring countries.

By providing professional and reliable services to its valued clients over the years, PHEE Group has become one of the leading logistics players in the Indo-China region. PHEE Group is committed to long-term growth through its core businesses to become a 360 degree total logistics service provider.","Transportation, Logistics, Supply Chain and Storage","201-500 employees","Privately Held","Singapore, Singapore","Singapore","pheegroup.com","https://www.linkedin.com/company/phee-group","[{""serviceCategory"":""ocean freight"",""serviceName"":""Ocean Freight Services"",""serviceDescription"":""Provides international ocean freight solutions, inclu...","Response","Response",false,true,true,false,false,0,true
,"Centrolene Network","Centrolene Network is a membership based organization that brings together ambitious freight forwarders with a commitment to innovation, efficiency and growth. By deploying the C-Suite across the Centrolene Network, each member effectively transforms itself from a local player to a global one, with the ability to offer a standard of service and visibility that outperforms larger industry players.

Centrolene is a company dedicated to technological innovation in the logistics industry. Centrolene is changing the way the industry operates by developing a complete ecosystem of technology solutions that small and mid-sized companies use to outperform their multinational competition.

Centrolene is named after a very interesting South American glass frog, who’s organs are visible through its translucent skin. When you look at the frog you can see all its organs inside its body. Just like this frog, Centrolene provides visibility into the workings of your business – our technology lets you see what is going on and turns all the data floating around in a company into useful information that lets you make better and faster decisions.

So when you are ready to be part of the revolution, contact support@centrolene.com or visit www.centrolene-network.com for detailed information.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore","Singapore","centrolene-network.com","https://www.linkedin.com/company/centrolene","[{""fcl"":""yes"",""lcl"":""yes"",""evidenceUrl"":""https://www.centrolene-network.com/"",""serviceName"":""Global Freight Forwarding Services"",""serviceCategory"":""ot...","Response","Response",false,true,true,false,false,0,false
,"Labgistics Asia","Founded in 2002, Labgistics provides Supply Chain Solutions (Warehousing & Distribution), Market Entry Support and Sales & Marketing services for healthcare, laboratories and consumers industries.

We are a dedicated team with a distribution infrastructure that adheres to international standards and regulatory requirements. Our integrated services make us the perfect partner for those who are keen on establishing presence or expanding their business in the ASEAN region.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore","Singapore","labgistics.asia","https://www.linkedin.com/company/labgistics-asia-pte-ltd","[{""serviceCategory"":""warehousing"",""serviceName"":""Healthcare & Cold Chain Warehousing"",""serviceDescription"":""Multi-temperature healthcare warehousing i...","Response","Response",false,true,true,false,false,0,true
,"Propelor","At Propelor, we're unlocking the door to an exciting new world of logistics.

We create digital-first solutions that break down the barriers of traditional supply chain methods, giving businesses of all sizes an easily accessible, inexpensive, and user-friendly pathway for all their global goods transportation needs.

Streamline your freight and logistics with our multimodal sea, air, and land services. Our personalized financial solutions and supply chain management will help your business move smoothly and affordably.

Your experience is our priority, from cargo delivery capabilities to digitally integrated supply chain execution - we've got you covered.

A connected world needs connected solutions. Learn how we're making global logistics more accessible and tailored to your business. 

Together we can build a better-connected future. Let us be your guide in this new era of intelligent shipping!","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore","Singapore","propelor.io","https://www.linkedin.com/company/propelor-io","[{""serviceCategory"":""ocean freight"",""serviceName"":""Ocean Transportation"",""serviceDescription"":""Handling export and import shipments with real-time ves...","Response","Response",true,true,true,false,false,0,false
,"SFS Pharma Logistics","SFS Pharma Logistics is a specialty courier specializing in door to door transportation of temperature sensitive pharmaceutical shipments.

We focus on clinical trials, blood samples, comparators, vaccines, biological samples, direct to patient, APIs, reagents and medical devices cold chain transportation.

Headquarter in Singapore since 2009, our own offices in Australia, China, Hong Kong, India, Indonesia, Malaysia, Philippines, South Korea, Taiwan, Thailand and Vietnam are local subject matter expert in complex customs declaration for cold chain pharma shipments.

All our facilities across APAC are equipped with freezers and chillers to pre-condition and prepare validated reusable or single use thermal packaging solutions including calibrated temperature loggers.  In 2015, SFS pioneered one-way closed loop rental of pre-conditioned VIP boxes within Asia to deliver cost effective cold chain solutions to our customers.

We are the leading specialty courier in Asia Pacific with a global reach collaborating with independent specialty courier partners from pharma logistics and wca pharma network outside Asia Pacific.  Our partners undergo stringent audits before they are selected into SFS approved partners list.

We invest into our employee's skills development and technology to deliver value to our customers.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore","Singapore","sfspharma.com","https://www.linkedin.com/company/sfs-pharma-logistics","[{""serviceCategory"":""other"",""serviceName"":""Pharmaceutical Logistics Solutions"",""serviceDescription"":""Door-to-door transportation services for temperat...","Response","Response",true,true,true,false,false,0,false
,"Malca-Amit Singapore","Malca-Amit provides the luxury goods industry, high-net worth individuals and international banks with a global team of experts, including logistics, security, customs house and special operations professionals. Malca-Amit provides a smooth, expedient and professional service tailored to precise specifications and needs.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore","Singapore","malca-amit.com","https://www.linkedin.com/company/malca-amit-singapore","[{""serviceCategory"":""customs clearance"",""serviceName"":""Customs Brokerage"",""serviceDescription"":""Provision of customs brokerage services to facilitate ...","Response","Response",true,false,false,false,false,0,false
,"OW Logistics","OW Logistics is a boutique 3rd Party Logistics (3PL) provider specializing in seamless connections between Asia and North America, with expanding operations across Europe and Indochina. With Asian operations headquartered in Singapore and a growing presence in North America, we offer innovative, tailored Origin Management Services (OMS) and end-to-end global transportation solutions for the Retail and Consumer Goods sectors.

With sixteen offices across Asia and exclusive partnerships in Europe, our reach is global, but our service is personal. What truly sets us apart is our people—dedicated professionals delivering progressive, flexible, and creative logistics solutions to meet the evolving needs of our customers. From competitive pricing to first and last-mile delivery, we provide measured quality and reliable service at every step.

Unlike traditional forwarding giants, OW Logistics offers boutique services with big company experience. Our customers benefit from the agility, innovation, and access to leadership of a smaller, privately owned business, combined with the technology, resources, and capacity of a global organization. Whether you’re a small business or a large enterprise, OW Logistics is ready to grow with you.

Global expertise. Boutique care. Unmatched flexibility.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore","Singapore","owlogistics.com","https://www.linkedin.com/company/owlogistics","[{""fcl"":""yes"",""lcl"":""yes"",""evidenceUrl"":""https://owlogistics.com/ocean-freight"",""serviceName"":""Ocean Freight"",""serviceCategory"":""ocean freight"",""servi...","Response","Response",true,true,true,false,false,0,false
,"C-TANK GLOBAL PTE LTD","In 1998, against the backdrop of a dynamic global logistics landscape, Mr. Edgar Pu founded Celeritytank Logistics (China) LTD. with a vision to revolutionize chemical logistics. What started as a traditional freight forwarder service for chemical exports has evolved into a powerhouse in tank container operations.
 
Building on this legacy of excellence, C-Tank Global Logistics emerged in 2018 as an independent entity. Founded by Edgar Pu, C-Tank Global Logistics took the helm with a renewed vision and commitment to redefine the boundaries of smart logistics.
 
From its inception, the company, driven by innovation and commitment, embraced the challenges of transporting chemical products with diverse packaging. Today, C-Tank Global logistics is not just a logistics provider; it's a global force, operating in over 50 locations worldwide.
 
Our journey has been marked by milestones that showcase our expertise in ISO tank containers, flexi-tanks, and drums, offering a ""One Stop"" solution to meet the intricate needs of chemical manufacturers, distributors, and 4PL providers. As ISO Tank Operators, we specialize in the business of carrying liquid bulk cargoes, handling both hazardous and non-hazardous chemicals.
 
 
With a fleet of 2800 ISO Tank containers, including specialized T11, T14, T20, T50, and T75 units, we've set industry standards. The heart of our success lies in our global network. We have five operation offices worldwide, strategic partnerships with industry leaders like Lanfer Logistics in Europe and Seaspeed Container Line in the Indian Sub-continent, and a robust network of over 50 delivery/sales agents.
 
 
As we navigate the intricate world of chemical logistics, we remain dedicated to providing global solutions, setting industry standards, and ensuring the safe and timely delivery of liquid bulk cargoes—both hazardous and non-hazardous. 
 
Join us as we continue to redefine the boundaries of logistics, one tank container at a time.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore","Singapore","c-tank.net","https://www.linkedin.com/company/ctankglobal","[{""fcl"":"""",""lcl"":"""",""evidenceUrl"":""http://m.en.celeritytank.com/"",""serviceName"":""Chemical logistics solutions"",""serviceCategory"":""other"",""serviceDescr...","Response","Response",true,true,true,false,false,7,true
,"Bertschi Singapore Pte. Ltd","Bertschi Singapore Pte Ltd is a subsidiary of the Bertschi Group based in Switzerland – Europe and has its main operations located on Jurong Island, in the heart of South East Asia’s largest chemical hub. Our Jurong Island Chemical Cluster (‘JICC’) is offering the following value added logistics services (see box).

Our JICC facility offers a state of the art facility for the handling and storage of (non) dangerous chemicals. We operate under the safest possible conditions and at the highest quality standards. Our philosophy is that hazardous goods should be stored on Jurong Island. away from residential areas, schools and hospitals on the mainland.

Our multi-customer terminal is open to any chemical manufacturer and to any tank container operator. With the integration of Bertschi Singapore into the global Bertschi network, Bertschi Jurong Island Chemical Cluster is the gateway to the entire world and opens interesting synergy potentials for the global ISOtank movements of our customers.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Jurong Island, Jurong East","Singapore","bertschi-singapore.com","https://www.linkedin.com/company/bertschi-singapore-pte-ltd","[{""serviceCategory"":""other"",""serviceName"":""Intermodal Logistics for Liquid Chemicals"",""serviceDescription"":""Bertschi specializes in intermodal logisti...","Response","Response",true,false,false,false,true,0,false
,"Yamato Transport (S) Pte Ltd","It's of utmost importance to every business organization in a wide range of industries to be able to deliver their goods to their destinations within selected suitable schedules at the lowest cost.
 
 
It has always been Yamato Transport (S) Pte Ltd primary concern and objective in helping our clients to achieve their specific requirements. Our airfreight office's geographic location, located at Changi Airfreight Centre (Free Trade Zone), allows us to help our clients use Singapore as a distribution center for their goods. We can manage the movement of a single shipment or a complex freight management programme, providing a flexible approach and a personalized service to all customers. Our well-trained & dedicated staff would definitely handle your cargo or package with ""tender"" care.
 
Our Business Activities: 
Shipping Agencies
Freight Forwarding
Packing and Crating Services
Small parcel and packages delivery services for general public and corporations","Transportation, Logistics, Supply Chain and Storage","201-500 employees","Public Company","Bukit Merah","Singapore","yamatosingapore.com","https://www.linkedin.com/company/yamato-transport-s-pte-ltd","[]","Response","Response",false,false,false,false,false,0,false
,"Potters Maps","Solving Enterprise Maps and Lastmile Map  Problems with accurate location information and new generation tools to optimise costs.

Maps and Logistics Platform for B2B companies. We provide APIs, algorithms and Platform for Companies to create, optimize, enhance, operate routes and locations for mobility, Transportation and Logistics services  with help of IOT GPS cameras. 

Potters Technologies PVT LTD","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore","Singapore","potterstech.com","https://www.linkedin.com/company/pottersmaps","[]","Response","Response",false,false,false,false,false,0,false
,"B H S","B H S specialises in engineering-based logistics, particularly in moving sensitive and high-value cargo. With close to 50 years of experience, we excel in handling semiconductor machinery and tools, ensuring safe and timely delivery. Our expertise extends to industries such as advance equipment manufacturing and aviation. B H S embraces innovation and integrates technology to enhance efficiency in operations. Our services include domestic transportation, warehousing, moving and installation of machinery and equipment.","Transportation, Logistics, Supply Chain and Storage","201-500 employees","Privately Held","Singapore","Singapore","bhs.global","https://www.linkedin.com/company/bhs-kinetic","[{""serviceCategory"":""road/trucking"",""serviceName"":""Transport"",""serviceDescription"":""Professional customised transport fleet offering tailored logistic...","Response","Response",false,false,false,false,false,0,false
,"JGL Worldwide","Headquartered in Singapore, JGL Worldwide is a leading 3PL group helm by a team of industry veterans with a solid foothold in Southeast Asia. JGL Worldwide provides a wide selection of warehousing, air and ocean freight arrangement, domestic and international distribution with value-added upstream supply chain services.

JGL Worldwide provides extensive coverage within Southeast Asia with offices in Singapore, Malaysia, Indonesia, Vietnam, Thailand, Myanmar and Cambodia. Through the international network that has been built since its inception, JGL Worldwide brings accessibility and connectivity to our clients.

Driven by a culture of service excellence and innovation, JGL Worldwide is well placed to support your shipping, logistics, and supply chain needs.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore","Singapore","jglww.com","https://www.linkedin.com/company/jglww","[{""serviceCategory"":""ocean freight"",""serviceName"":""Ocean Freight"",""serviceDescription"":""JGL Worldwide offers ocean freight services including Full Con...","Response","Response",true,true,true,false,false,0,false
,"MCGlobe","MCGlobe is a multifaceted logistics and IT solutions provider established in Singapore since 2019, dedicated to empowering international IT hardware companies.  Our services included General freight services and IT solutions services covering De-Racking, Decommissioning, Relocation and Data Destruction 

   Our team comprises seasoned IT hardware experts with market knowledge, ensuring tailored services to meet your specific needs. With many years of experience in international shipping and data center equipment management, we excel in handling dangerous goods, blind shipping, certificates of origin (COO), and import/export of Record.  

   Our services include IT solution services, covering De-racking, Decommissioning, Relocation, and Data Destruction, streamlining your IT operations comprehensively.  

   MCGlobe is committed to being your trusted partner, dedicated to your success in the dynamic world of IT hardware logistics and solutions. 

Our team consists of IT hardware experts, highly knowledgeable in the volatile market, and responsive - to encourage collaboration and suited advice to push better returns for anyone we work with.

**Our core services are unique to the industry**
Airfreight, sea freight and land transport
Importer of Record
Exporter of Record
De-racking (deracking) of data Center equipment
Re-packing
Decom / ITAD services
Relocation of IT Hardware
Data destruction and data wipe

Other freight services:
E-commerce
Global warehousing 
COO Certificates
Dangerous goods
DDP Shipment
Switch BL
Import/export permits","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore","Singapore","mcglobe.ltd","https://www.linkedin.com/company/mcglobe","[{""serviceCategory"":""air freight"",""serviceName"":"""",""serviceDescription"":""MCGlobe offers air freight solutions, including specialized IT hardware trans...","Response","Response",false,true,true,false,false,0,false
,"Global Parcel Network Foundation (ParcelX)","Welcome to The Future of Decentralized Cross-border Parcel Delivery.

The Global Parcel Network (ParcelX) vision is to create a world where anyone can be a trusted member of the cross-border parcel delivery ecosystem through revolutionary blockchain technology.

ParcelX is a logistics network with an established market base in China, Korea and Japan. It possesses years of experience connecting cross-border e-commerce delivery providers and will deploy the ParcelX Network to establish a new standard for cross-border delivery service: efficient, transparent and low-cost. It will push the logistics industry beyond its decades-old technological limitations.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Non Profit","Singapore","Singapore","parcelx.io","https://www.linkedin.com/company/globalparcelx","[{""serviceCategory"":""other"",""serviceName"":""Comprehensive courier and logistics solutions"",""serviceDescription"":""Provides tailored courier and logistic...","Response","Response",false,false,false,false,false,0,false
,"World Project Group","World Project Group (WPG) is a global alliance of logistics professionals united by a shared commitment to excellence in transporting heavy, oversized, and complex project cargo. With members operating across five continents and in over 40 countries, WPG represents a vast network of expertise in project cargo logistics.

Our members are not just logistics providers; they are specialists with extensive industry knowledge, ensuring that every project is handled with the utmost care, efficiency, and professionalism. From Oil and Gas to Power Generation to Water Treatment to Mining to Construction and Event Logistics, our network covers a vast range of industries, offering tailored solutions for every project cargo need.

With a commitment to safety, transparency, and excellence, WPG ensures that every cargo reaches its destination reliably, regardless of size or complexity. Our members are equipped with advanced technology and real-time tracking, providing clients with complete visibility throughout the supply chain.

Leveraging the collective expertise of our members, WPG consistently delivers unparalleled project cargo logistics solutions. If you're seeking a partner that emphasizes precision, efficiency, and reliability, the World Project Group is your go-to network. Connect with a WPG member near you for tailored solutions that meet your project's unique demands.","Transportation, Logistics, Supply Chain and Storage","201-500 employees","Partnership","Singapore","Singapore","worldprojectgroup.com","https://www.linkedin.com/company/worldprojectgroup","[{""serviceCategory"":""other"",""serviceName"":""Project Management and Logistics Solutions"",""serviceDescription"":""Offerings include project management, tra...","Response","Response",false,true,true,false,false,0,false
,"Cargosavvy Pte Ltd","A Singaporean Logistics Company that provide innovative and sustainable solutions that are fast, reliable and cost effective. Every day we go above and beyond to meet our customers needs. 

We provide low cost, customer centric solutions for shipping your cargo around the world. We are specialized in Air Freight, Sea Freight, Project Cargo, Warehousing Solutions, Custom Clearance and deliveries, Pharma & Perishable Cargo, Ship Spares On Board delivery

With more than 40 years of consolidated team experience, we offer a combination of expertise and experience with passion and dedication. 
Our global networks forms the heartbeat of our service where we link the world and move the world for you","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","singapore","Singapore","cargosavvy.sg","https://www.linkedin.com/company/cargosavvy-pte-ltd-singapore","[{""fcl"":"""",""lcl"":"""",""evidenceUrl"":""https://cargosavvy.co/freight-services/"",""serviceName"":""Freight Services"",""serviceCategory"":""other"",""serviceDescrip...","Response","Response",false,true,true,false,false,0,false
,"BoxcoWorld","We work closely with our clients, partners and vendors to create smart, viable, yet flexible solutions for increasingly dynamic and geographically complex supply chains.

At BoxcoWorld we know that each location that we operate in is different to the next, but we also know that our customers require the same level of precision, timeliness, and quality, regardless of where in the world we provide service to them.

With our vast knowledge of local logistics peculiarities, our roster of highly experienced industry professionals, and our close relationships with various different infrastructure and transportation companies, we ensure a very robust logistics experience everywhere that we operate.

The concept of being truly multi-modal is an essential part of the BoxcoWorld identity. Along with enjoying a preferred status with most of the world’s leading shipping carriers, we have also nurtured close partnerships with leading rail companies around the world. In each market that we have a significant presence in, we have created a self owned or contracted, dedicated truck and trailer fleet to ensure flawless last mile connectivity.

Using our relationships and contracts at key transshipment and gateway ports, we deliver to customers, innovative solutions and flexibility, boosting their competitiveness in a globalized world.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore","Singapore","boxcoworld.com","https://www.linkedin.com/company/boxcoworld","[]","Response","Response",true,false,false,false,false,0,false
,"FNC GROUP- International Forwarder & Logistic Network","FNC Group - Connecting Freight Forwarders for Business Growth and Collaboration

Are you a freight forwarder looking to expand your network and grow your business? Look no further than FNC Group, a highly respected freight network connecting forwarders from around the world.

What is FNC Group?
FNC Group is a reputed freight network that serves as a bridge, connecting freight forwarders across the globe under one roof to develop business prospects, international friendship, trust, and confidence among its members. Founded in 2004, the network has grown to include members from over 100 countries and is known for its commitment to building strong relationships among members and promoting business growth.

How does FNC Group work?
FNC Group works by providing a platform for members to connect with each other, share information, and collaborate on projects. To become a member, forwarders must apply and meet specific criteria, including demonstrating a good reputation in the industry and a commitment to quality and customer service. Once accepted, members gain access to a variety of benefits, including networking opportunities, collaboration on projects, training and education programs, and business referrals.

Why join FNC Group?
If you're a freight forwarder, there are several compelling reasons to join FNC Group:

Expand your network: FNC Group provides access to a global network of forwarders, helping you expand your business and increase your revenue.

Build relationships: FNC Group is committed to building strong relationships among its members, providing opportunities to connect with other forwarders and build valuable relationships.

Learn from others: FNC Group offers training and education programs to help members improve their skills and stay up-to-date on industry developments. By participating in these programs, you'll have the opportunity to learn from others and improve your business.

Referral opportunities: By referring business to other FNC Group membe","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Self Owned","Singapore, Please choose","Singapore","fnc-group.com","https://www.linkedin.com/company/fncgroup","[]","Response","Response",false,false,false,false,false,0,true
,"Germaxco Shipping Agencies Pte Ltd","Founded in 1993, Germaxco has evolved from a freight forwarding company into a leading multi-disciplinary logistics provider. We specialize in global air, sea, and land transportation, as well as supply chain management, serving industries such as chemicals, retail, food & beverage, and project cargo. With our headquarters in Singapore, a country office in Thailand, and a network of global agents, we deliver tailored logistics solutions through our ""High Touch, High Technology"" approach.

At Germaxco, we focus on meeting your logistics and supply chain needs efficiently and economically, empowering your business to seize new growth opportunities. Our dedicated team of innovative and experienced professionals ensures seamless handling of freight, warehousing, local distribution, and customs brokerage, making us your trusted logistics partner.

Driven by our passion for technology, we strive to make cargo transportation accessible anytime, anywhere, and on any device. As we continue to adapt to the evolving industry landscape, our commitment remains customer-centric—understanding and fulfilling your complete logistics needs.

Choose Germaxco for customized logistics and business solutions that grow with you.
Germaxco: One-Stop, Many Solutions.","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore, Singapore","Singapore","germaxco.com","https://www.linkedin.com/company/germaxco","[{""serviceCategory"":""ocean freight"",""serviceName"":""Ocean Freight"",""serviceDescription"":""Offers full container load (FCL), less-than-container load (LC...","Response","Response",true,true,true,false,false,7,true
,"INOX SHIPPING LINE","In a very short span of time of its inception, INOX Shipping has maintained a steady growth rate of its business activities. The company began its operations from NaviMumbai. An experienced and dynamic entrepreneur formed this company with the view to serve this ever growing trade between the Middle East and South East Asia region connecting the Indian SubContinent. In the fast-changing shipping world, Inox shipping Services has set itself apart as an independent carrier with a fresh, unique approach. Inox has built a tradition of excellence in ocean-freight services and has earned a reputation for leadership in ocean-freight consolidations and NVOCC operations. We believe that both professional and personal relationships should be long-term and balanced. We endorse the development, improvement and growth of partners, customers, peers and competitors; we’re all in this together.

This success can be directly attributed to a knowledgeable and experienced team who work with customers to tailor transport solutions that meet your requirements and are continually reviewed to deliver better results every time. This is fully supported with a Tracking system that allows you to trace your freight at any time. INOX holds a principal attitude towards its customers to provide best solutions in the aspect of reliability, honesty and competence. A personalized service is the key word of our specialized staff, assisting traders to move their goods both inland and overseas on a worldwide basis. Beside arrangements for routing, pricing and documentation the company also advises stowage matters and handles transport insurance.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","SINGAPORE","Singapore","inoxshipping.com","https://www.linkedin.com/company/inox-shipping-line","[{""serviceCategory"":""other"",""serviceName"":""Ports, Terminals And Depots"",""serviceDescription"":""Services related to port operations, terminal handling, ...","Response","Response",false,false,false,false,false,0,false
,"AGX Logistics Singapore","Incorporated in the year 2005, AGX (Asian Global Xpress) Logistics is an international logistics service provider. As a service oriented organization with collective experience of more than 100 years, we are firmly committed towards providing quality and excellent service to all clients.Our focus has always been to deliver cost-effective and efficient solutions to clients.

Integral to our client orientated outlook, we offer a wide range of services including; Freight Forwarding, Customs Brokerage, Land Transportation, Warehousing, Local Distribution, Door to Door, Exhibition Logistics, Project Cargo, Dangerous Cargo, Valuable Cargo, AOG, VOR, Perishable Cargo, Marine Insurance, Chartering, Packing and Removals at any worldwide destinations.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Privately Held","Singapore , Singapore","Singapore","agxlogistics.com","https://www.linkedin.com/company/agx-logistics-s-pte-ltd","[{""serviceCategory"":""ocean freight"",""serviceName"":""Sea Freight"",""serviceDescription"":""Provides comprehensive ocean freight solutions including FCL and...","Response","Response",false,true,true,false,false,0,true
,"Global Alliance Logistics Pte Ltd","Global Alliance Logistics Pte Ltd is a Singapore company that offers international transportation services and logistics solutions from and to all location in the world. We offer a wide array of freight and logistics services ranging from local handling, shipping, storage and global supply chain management.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Public Company","Singapore, Singapore","Singapore","globalalliancelog.com","https://www.linkedin.com/company/global-alliance-logistics-pte-ltd","[{""serviceCategory"":""ocean freight"",""serviceName"":""Sea Freight"",""serviceDescription"":""Shipping solutions including FCL, LCL, and transshipment options...","Response","Response",false,true,true,false,false,0,true
,"Declarators Pte Ltd","Declarators Pte Ltd is a multiple award winning declaring agent with a paid up capital of SGD500,000.

The organization was established with the aim of assisting our clients to reduce workload and manpower cost, while providing permit declaration solutions. Our highly professional permit declaration services brings forward the most professional and dedicated personnel using Singapore Customs approved declaration platforms.

We have also extended our services to provide on-board courier (handcarry), local courier/despatch deliveries via motorcycle and deployment of manpower for permit declaration, freight and logistics formalities islandwide Singapore.

OUR UNIQUENESS
We are the only service provider in Singapore dedicated to provide one-stop permit declarations, local despatch service and Carnet/COO applications altogether.

VISION
Declarators aspires to be Singapore’s fastest and most cost-efficient one-stop customs declaration solutions and local courier/despatch service provider to our clients.

MISSION
We offer the most competitive prices islandwide while providing value-added services to our clients. We ensure our client’s shipment to be custom cleared and their documents to be delivered within the fastest time at lowest cost. Declarators focus on five core values , “Reliability, Flexibility, Responsive, Speed & Accuracy”

Awards and Accolades

1) National Business Award 2020 - Best Declaring Agent
2) Britcham Finalist 2020 - Customer Service Provider of the Year
3) SME 100 Awards 2020 - Fast Moving Companies
4) The Straits Times “Singapore’s Fastest Growing Companies” Award 2021 - Ranked #19th
5) Dun & Bradstreet Business Eminence 2021 Award.
6) Singapore Young Entrepreneur Award 2021 (Jobs Creation and Economic Growth) 
7) Top 500 High-Growth Companies Asia-Pacific 2021 by The Financial Times, Nikkei and Statista - Ranked #99th
8) ASEAN Business Awards 2021 - (SME Growth)
9) Total Defence Awards 2021
10) Golden Bull Award 2021","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Privately Held","Singapore, Singapore","Singapore","declarators.com.sg","https://www.linkedin.com/company/declarators-pte-ltd","[{""serviceCategory"":""other"",""serviceName"":""Local Courier"",""serviceDescription"":""Local courier services for timely and efficient parcel delivery within...","Response","Response",true,false,false,false,false,0,false
,"Touax Global Container Solutions","Part of Touax Group, we are a leading global player in container leasing, resales & trading of used and new boxes. Touax Global Container Solutions is a full container-life cycle player, with leasing and financing and trading solutions at all stages.

We are a global player meeting international customers's requirements thanks to our regional teams of professionals. Through our global network of more than 170 strategically located depots, we provide the shipping, logistics and industrial markets with leasing as well as trading solutions of brand new and active containers.

Our rigorous fleet management supported by the undefeatable support from our clients today places us as the 1st European container lessor and the 7th container lessor in the world.

Here at Touax, we aim to provide the right equipment at the right place packaged with the right leasing solution. Our core offer contains a wide range of lease products, among which you can choose operating lease solutions, like master lease agreements, long-term leases or one-way trip leases. We provide Finance Lease Products as well to cater to container fleet adjustments, our trading platform offers opportunities to buy and sell containers, in small or big quantities.

Our Sale Managers worldwide will be happy to respond to your requests, so don't hesitate to contact them.
Inquiries North America: container.sale.nam@touax.com
Inquiries South America: container.sale.sam@touax.com
Inquiries EMEA: container.sale.emea@touax.com
Inquiries ASIA: container.sale.asia@touax.com","Transportation, Logistics, Supply Chain and Storage","51-200 employees","Public Company","Singapore, Singapore","Singapore","touax-container.com","https://www.linkedin.com/company/touax-global-container-solutions","[{""serviceCategory"":""other"",""serviceName"":""Leasing, Sale, and Trading of Containers and Transport Equipment"",""serviceDescription"":""Touax offers leasin...","Response","Response",true,false,false,false,false,0,false
,"The Supply Chain Leadership Forum (TSLF)","The Supply Chain Leadership Forum (TSCLF) is a regional platform convening leaders from industry, academia, and government to shape the future of the supply chain through collaboration, innovation, and leadership.

Originating in Singapore, TSCLF has evolved regionally that connects ecosystems across ASEAN and beyond, driving dialogue on digital transformation, human capital, and sustainability.

Each edition of TSCLF brings together top executives, policymakers, and thought leaders to exchange ideas, showcase innovations, and build actionable partnerships that strengthen regional logistics connectivity and resilience.

 Empowering leaders. Connecting nations. Shaping the future of supply chain.","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Educational",,"Singapore",,"https://www.linkedin.com/company/tsclf",,,,false,false,false,false,false,0,false
,"The Supply Chain Leadership Forum","The Supply Chain Leadership Forum","Transportation, Logistics, Supply Chain and Storage","11-50 employees","Educational",,"Singapore",,"https://www.linkedin.com/company/bsc-global-pte-ltd",,,,false,false,false,false,false,0,false
