"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL"
,"Wemble Enterprise","Wemble Enterprise is an import and export company in Singapore, an established trading hub. We focus on FMCG (Fast-Moving Consumer Goods) such as confectionery goods, snacks and beverages. Not only we import into Fairprice NTUC Singapore, we also export to various countries worldwide.","Wholesale Import and Export","2-10 employees","Partnership","SINGAPORE","Singapore","wembleenterprise.com","https://www.linkedin.com/company/wembleenterprise"
,"OBE PTE. LTD.","We are the leading supplier of Refrigeration & AC Compressors in Singapore.","Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore",,"https://www.linkedin.com/company/obepte.ltd."
,"Verizon Trading","Verizon Trading was founded in 2009 and incorporated in Singapore. We specialize in import and export business mainly for offshore / onshore drilling accessories, video conferencing devices and various types of compressors. We have wide experiences and networking in Myanmar and Singapore market, and business has been growing substantially over the years since founded.","Import and Export","2-10 employees","Privately Held","Singapore","Singapore","verizontrading.com","https://www.linkedin.com/company/verizon-trading"
,"Agniko Solutions Pte Ltd","We are a young  & energetic direct  Sourcing and Project management company started in 2018 by people with average experience of 15 years in the field of sourcing, vendor management and project management in the fields of Automobile, Container Industry , offshore oil and gas equipment &  Emergency Disaster Relief Items.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","agnikos.com","https://www.linkedin.com/company/agniko"
,"Ryca","Ryca is a multi-label distributor for Military, Law Enforcement and Extreme Sports equipment in Singapore and the Southeast Asia Region.

We work with outstanding brands to distribute quality products that battlefield-proven have withstood the test of time.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","military.sg","https://www.linkedin.com/company/rycasg"
,"MNX TRADE STRATEGY PTE LTD","We provide import-export trade consulting, connecting buyers to global suppliers. Our vision and mission is to help small businesses to kick start and stay competitive in their area of business.","Wholesale Import and Export","2-10 employees","Public Company","Singapore","Singapore",,"https://www.linkedin.com/company/mnxtradestrategy"
,"Daxin Petroleum PTE","Medium-sized private trading house trading in petroleum products, petrochemicals and crude oil. Annual turnover USA 5 billion p.a.","Wholesale Import and Export","11-50 employees","Privately Held","Singapore","Singapore","timesbusinessdirectory.com","https://www.linkedin.com/company/daxin-spore"
,"Global Flows Pte Ltd","In today’s global economy, the free flowing of information, people, capital and goods & services has reached unprecedented levels, flattening the world by creating a new level of playing ground.

The transparencies of information offered opportunities for products to be available more easily at competitive pricing.

Global Flows is established as a Singapore export-driven distributor focusing distribution of consumer products, primarily alcoholic beverages to Asia.  

With a combined of more than 15 years exposure in finance, logistics & FMCG distribution, we understood the challenges in route-to-market distribution and are equipped with the knowledge to offer the best solution for our clients.","Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","globalflowstrading.com","https://www.linkedin.com/company/globalflows"
,"CONIC(Singapore)","Incorporated in 2011 in Singapore, Conic (Singapore) Pte. Ltd. (CONIC) is now one of the eminent
international traders at the heart of the petroleum & oil products trading business with strong end
user channel.

During 2013 to 2016, CONIC did miracles to trade and transport multi million tons of petroleum and oil
products valued at USD5.57 billions in Asia, and is now ready to operate on the diversified trading fields of
non-petroleum trading business.

CONIC works efficiently and professionally by a time-honored and experienced working team of
international commodity traders. We, collaborating with internationally qualified suppliers, manufacturers,
retailers, government and communities, provide commodities of good quality and merchandising expertise
to our customers with a diversified portfolio covering the entire value chain, from sourcing to distribution,
getting the right product to the right location, at the right time. Financially, we also provide our customers
with best-in class risk management and financial solution in the world market of commodities.","Wholesale Import and Export","11-50 employees","Privately Held","singapore, singapore","Singapore","conic-sg.com","https://www.linkedin.com/company/conic-singapore"
,"Pets 2 Go","Are you a paw-daddy or paw-mummy with a furkid or furkids? Did you receive a new job offer based in Singapore? Did your company just notify you about your posting to another country? Are you returning to Singapore after your contract is completed? Planning to migrate with your family?
If any of your answers to the above is yes and you are racking your brains about how to relocate your furkid (or furkids) with your human kids on top of arranging for your household move, fret not! Our goal is to reunite you and your family with your furkids at your new home, wherever it is.
Contact us for a no obligation quote now!","Import and Export","2-10 employees","Self Owned","Singapore, Singapore","Singapore","pets2go.sg","https://www.linkedin.com/company/pets2go"
,"Bonjour Cosmetics Singapore","Perfume and cosmetics retail, wholesale import and export located in Singapore.","Wholesale Import and Export","2-10 employees","Self Employed","Novena","Singapore","bonjourcosmetics.net","https://www.linkedin.com/company/bonjour-cosmetics-singapore"
,"Ekimport Singapore: Crowd Import Korean & Indian goods","How to buy Korean goods or Indian goods at lowest B2B price in Singapore? Use https://ekimport.sg to Crowd import without MOQ at wholesale price or buy in bulk at Factory Direct price directly from manufacturers.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","ekimport.sg","https://www.linkedin.com/company/ekimport-singapore"
,"Capricorn Commodities & Trading Pte Ltd","Capricorn is committed and established with the purpose to provide affordable Food for all. In this entrepreneurial journey, we are bringing a community of farmers, rice millers, a team of skilled professionals, and other resources under one roof to harvest and deliver products that will help in building successful businesses and sustainable communities","Wholesale Import and Export","2-10 employees","Privately Held","Singapore, Singapore","Singapore","capricorn-singapore.com","https://www.linkedin.com/company/capricorn-commodities-trading-pte-ltd"
,"Verde Care Pte Ltd","‘Verde’ means green in Latin. We care for the environment and hence offer only natural products to protect the environment and our world.
‘Care’ means we practise care, not just in offering natural and safe products for our clients, for their good health  but we also care about our vendors who are small to medium size organizations struggling to survive and having to compete with the big boys in business.  
We work to ensure they can survive so that their workers can continue to have employment.  If we need to cut our profit margin to help them, we will do so.  
Together, we can do more and we see our customers, vendors and people who work with us as partners in business so that we can always maintain a win-win situation for one and all involved.","Wholesale Import and Export","2-10 employees","Privately Held","Singapore","Singapore","verdecare.biz","https://www.linkedin.com/company/verde-care-pte-ltd"
