company_name,category,website,phone,email,description,letter,source,source_url
RETARUS (ASIA) PTE LTD,Cloud Applications & Solutions,https://retarus.com,(65) 6323 7350,info@sg.retarus.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
REVE SYSTEMS (S) PTE LTD,Communication Equipment & Parts,,(65) 3157 5040,info@revesoft.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RFMW ASIA PTE LTD,Ferrites,https://cernex.com,(65) 6316 3389,martin.ng@axomic.com.sg,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RICHARDSON ELECTRONICS PTE LTD,Antennas - Satellite,https://rell.com,(65) 6846 9241,singapore@rell.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RICHCO ELECTRONICS PTE LTD,Electronic Components,https://richcoelectronics.com.sg,(65) 6291 0777,richcoelectronics@richcoelectronics.com.sg,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RICHSUN PRECISION ENGINEERING (S) PTE LTD,Precision Machining,https://richsun.com.sg,(65) 6255 0342,richsun@singnet.com.sg,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RIKA DENSHI SINGAPORE PTE LTD,Wires - Bonding Wires,https://rikadenshi.com.sg,(65) 6224 5043,info@sg.rikadenshi.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RISING TECHNOLOGIES PTE LTD,Contract Manufacturing,https://rising.com.sg,(65) 6447 8226,sales@rising.com.sg,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RITTAL PTE LTD,Power Supplies,,(65) 6542 6818,sales@rittal.com.sg,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RIVER ELECTRONICS (SINGAPORE) PTE LTD,Inductors,,(65) 6258 7874,riversin@river.com.sg,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RIVERHILL HOLDINGS PTE LTD,Dispensing Systems,,(65) 6100 3655,,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RJG (S.E.A.) PTE LTD,Computer Systems,https://rjginc.com,(65) 6846 1518,rjgsea@rjginc.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RM3C INDUSTRIES PTE LTD,Semiconductor Testing Equipment,,(65) 6241 3013,sales@rm3cindustries.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RMG TECHNOLOGIES PTE LTD,Industrial Automation Equipment,,(65) 6507 4476,ricardo@rmgtechno.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
ROBERT BOSCH (SEA) PTE LTD,International Procurement Offices - IPO,https://bosch.com.sg,(65) 6258 5511,contact@sg.bosch.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
ROBUST DATACOMM PTE LTD,Design & Development Services,https://robustdc.com,(65) 6487 5624,kim@robustdc.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
ROCKWELL AUTOMATION SOUTHEAST ASIA PTE LTD,Control Systems,https://rockwellautomation.com,(65) 6510 6688,clim2@ra.rockwell.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
ROGERS TECHNOLOGIES SINGAPORE INC,Electronic Materials,https://rogerscorporation.com,(65) 6747 3521,soon-yee.lam@rogerscorporation.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
ROHDE & SCHWARZ REGIONAL HEADQUARTERS SINGAPORE PTE LTD,Electronic Instruments - Measuring,https://rohde-schwarz.com.sg,(65) 6307 0000,sales.singapore@rohde-schwarz.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
ROHM ELECTRONICS ASIA PTE LTD,Semiconductors,,(65) 6436 5100,res@rohm.com.sg,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
ROOTS COMMUNICATIONS PTE LTD,Telecommunication Equipment & Products,https://rootscomm.com,(65) 6283 8500,enquiry@rootscomm.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RORYX TECHNOLOGIES PTE LTD,Electronics Product Design,https://roryx.com.sg,(65) 6519 0757,sales@roryx.tech,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
ROYALE LOGISTICS PTE LTD,Courier Services,https://royaleasia.com,(65) 6284 0370,singapore@royaleinternational.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RSTN CONSULTING PTE LTD,Computer Systems,https://rstn.com,(65) 6225 5270,info@rstn.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RTP COMPANY (SINGAPORE) PTE LTD,Plastics - Engineering Thermoplastics Compounds,https://rtpcompany.com,(65) 6863 6580,wtang@rtpcompany.com,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
RUBYCON SINGAPORE PTE LTD,Capacitors,https://rubycon.co.jp,(65) 6472 2466,,,R,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=R
SM SYSTEM CONTROL PTE LTD,AC Adaptors,https://sm-online.smsystemcontrol.com.sg,(65) 6853 2555,online@smsytem.com.sg,"Mean Well Power Supplies Solution – LED drivers (Constant current, voltage & power) – Dimmable, 3 in 1, Dali, Knx, PWM, AC phase cut –...",S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SPM REFINERY PTE LTD,Recycling - Electronics/Computer Scrap,https://spmrefinery.com.sg,(65) 6863 9081,enquiry@spmrefinery.com.sg,"SPM provides recovery, refining and smelting of gold, silver, other precious metals and electronic scrap. We are also a dealer, importer and exporter of all...",S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SEAH YONG HENG TRADING PTE LTD,Recycling - Electronics/Computer Scrap,https://seahyongheng.com.sg,(65) 6592 9071,enquiries@seahyongheng.com.sg,"Secured data destruction, E-waste recycling and disposal services. We provide onsite secured data destruction services. We collect and destruct I.T equipment, electronics and electrical equipment....",S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SINGAPORE EPSON INDUSTRIAL PTE LTD,Automotive Component Parts,https://epson-plating.com.sg,(65) 6268 2164,marketing.plating@sep.epson.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
S & I SYSTEMS PTE LTD,Computer Systems,https://si-asia.com,(65) 6826 3600,marketing@si-asia.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
S A G COMPONENTS (S) PTE LTD,Electronic Components,https://sagcomp.com,(65) 6383 2521,info@sagcomp.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
S E ELECTRONICS,Integrated Circuits (ICs),,(65) 6294 6776,,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
S HARDWARE,Scrap Metals,,(65) 6445 2757,,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
S-CHEM INTERNATIONAL (S) PTE LTD,Tapes & Tubes,https://s-chem.com.sg,(65) 6358 3532,schem@singnet.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
S-I ENGINEERING PTE LTD,Storage Systems,https://fami.com.sg,(65) 6425 2308,martin@fami.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SABIC ASIA PACIFIC PTE LTD,Chemicals - Electronic,https://sabic.com.sg,(65) 6557 2555,Sabicsin@pacific.net.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SABRE TECHNOLOGIES PTE LTD,Electronic Components,,(65) 6293 2003,sales@sabre.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SAFT BATTERIES PTE LTD,Batteries,,(65) 6512 1500,sales@saft.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SAGAMI SINGAPORE PTE LTD,Coils,,(65) 6567 2925,sales@sagami.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SAKI ASIA PACIFIC PTE LTD,Electronic Components,https://sakicorp.com,(65) 6483 9330,francis.wong@sakicorp.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SAMSUNG ASIA PTE LTD (ELECTRONICS BUSINESS DIVISION),Consumer Electronics,,(65) 1800 726 7864,,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SAMSUNG ASIA PTE LTD (IPC DIVISION),International Procurement Offices - IPO,,(65) 1800 726 7864,,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SAMSUNG ELECTRO-MECHANICS PTE LTD,International Procurement Offices - IPO,https://samsungsem.com,(65) 6933 2600,hyosun1.kim@samsung.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SAN-ACE ELECTRONICS (S) PTE LTD,AC Adaptors,,(65) 6292 6565,sales@sanace.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SANMINA-SCI ELECTRONICS PTE LTD,Printed Circuit Boards (PCBs),https://pentex-schweizer.com.sg,(65) 6245 7300,sales@psc-pcb.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SANMINA-SCI PTE LTD,Printed Circuit Boards (PCBs),,(65) 6245 7300,,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SANMINA-SCI SYSTEMS SINGAPORE PTE LTD,Contract Manufacturing,https://sanmina-sci.com,(65) 6245 7300,CL.Lim@sanmina-sci.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SANSHIN ELECTRONICS SINGAPORE (PTE) LTD,Electronic Components,https://sanshin.co.jp,(65) 6746 4266,astay@pacific.net.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SANTAK ELECTRONICS PTE LTD,Coils,,(65) 6755 1366,,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SANTAK INDUSTRIAL PTE LTD,Coils,https://santak.com.sg,(65) 6755 1366,santak.industrial@santak.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SANTAK METAL MANUFACTURING PTE LTD,Precision Turned Parts,https://santak.com.sg,(65) 6755 4788,santak.metal@santak.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SANWA HARDWARE INDUSTRIES,Semiconductor Testing Equipment,,(65) 6743 3449,sanwahardware@pacific.net.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SANWA PLASTIC INDUSTRY PTE LTD,Plastic Parts & Components,https://sanwagroup.com.sg,(65) 6755 1123,info@sanwagroup.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SANYU ELECTRIC PTE LTD,Relays,,(65) 6458 2377,sales@sanyu-sg.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SATO ASIA PACIFIC PTE LTD,Barcode Equipment & Systems,https://satoworldwide.com,(65) 6271 5300,sales-sap@sato-global.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SC (SANG CHOY) INTERNATIONAL PTE LTD,Printers,https://sc-international.com.sg,(65) 6289 0829,marketing@sc-international.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCHAEFER SYSTEMS INTERNATIONAL PTE LTD,Storage Systems,https://ssi-schaefer-asia.com,(65) 6863 0168,info.sg@ssi-schaefer.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCHAEFFLER (SINGAPORE) PTE LTD,Automotive Component Parts,https://schaeffler.com,(65) 6540 8600,info.sg@schaeffler.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCHENKER SINGAPORE (PTE) LTD,Freight Forwarding,https://dbschenker.com,(65) 6545 9788,info.singapore@dbschenker.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCHMID TELECOM SINGAPORE PTE LTD,Networking Products,https://schmid-telecom.com,(65) 6255 6838,audrey.lim@schmid-telecom.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCHMIDT ELECTRONICS (S.E.A.) PTE LTD,Electronic Equipment & Supplies,,(65) 6272 7233,,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCHNEIDER ELECTRIC SINGAPORE PTE LTD,Factory Automation Equipment,,(65) 6357 6333,,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCHNEIDER ELECTRIC SOUTH EAST ASIA (HQ) PTE LTD,Industrial Automation Equipment,https://schneider-electric.com,(65) 6484 7877,noreply-sg@mail.shop.se.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCHNEIDER ELECTRIC SYSTEMS SINGAPORE PTE LTD,Control Systems,https://ips.invensys.com,(65) 6357 6333,sg.marketing@se.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCI AUTOMATION PTE LTD,Semiconductor Equipment,https://sciplasma.com,(65) 6465 1886,sales@sciplasma.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCL SYSTEM ENTERPRISE PTE LTD,Factory Automation Equipment,,(65) 6259 9968,sales@sclsystem.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCREEN SPE SINGAPORE PTE LTD,Printed Circuit Boards (PCBs),https://screensp.com.sg,(65) 6749 3833,sesp-hra@screen-spe.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCS COMPUTER SYSTEMS PTE LTD,Computer Systems,https://scs.com.sg,(65) 6556 8000,info@ncs.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SCS SINGAPORE PTE LTD,Electronic Materials,https://scscoatings.com,(65) 6862 8687,scssales@scscoatings.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SEACAD TECHNOLOGIES PTE LTD,Computer Systems,https://seacadtech.com,(65) 6372 1416,sales@seacadtech.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SEALED AIR (SINGAPORE) PTE LTD,Packaging Materials,https://sealedair.com,(65) 6861 1828,jason.tan@sealedair.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SEAMAX ENGINEERING PTE LTD,AC Adaptors,,(65) 6547 1828,sales@seamax.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SEAP TRADING PTE LTD,Wire & Cable Harnesses,,(65) 6345 1788,info@stocko.com.sg,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SECO TOOLS (SEA) PTE LTD,Carbide Tools & Products,https://secotools.se,(65) 6841 2802,singapore.sales@secotools.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
SECUREAGE TECHNOLOGY PTE LTD,IT Solutions - Security,https://SecureAge.com,(65) 6873 3710,contactus@secureage.com,,S,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=S
TES-AMM (SINGAPORE) PTE LTD,Recycling - Electronics/Computer Scrap,https://tes-amm.com,(65) 1800 8TES-AMM,recycle@tes-amm.com,"Since our formation in 2005, TES-AMM has been a global leader in the provision of IT Lifecycle Services, offering bespoke solutions that help customers manage...",T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TAIYO TECHNOLOGY (SINGAPORE) PTE LTD,Coatings,https://taiyomfg.co.jp,(65) 6804 1800,dy_lee@taiyo.com.sg,"Double coloured plastic injection moulding, laser etching of car radio switch buttons, assembly of car audio panels and all kinds of related products. Total Staff...",T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TASSIN INDUSTRIAL PTE LTD,Coils,https://tassin.com.sg,(65) 6746 3198,tassin@singnet.com.sg,"We are the supplier of LED, LCD, FPC/PCB...etc. founded by Taiwanese Manufacturers since 1992 and have been supplying to customers e.g. Hewlett Packard, Motorola, Mitsubishi,...",T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
T & T INDUSTRIES PTE LTD,"Laser Cutting, Marking & Engraving Machinery",https://tti.com.sg,(65) 6449 0213,sales@tti.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TÜV SÜD PSB PTE LTD,Certification Bodies,,(65) 6778 7777,info.sg@tuvsud.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
T+C MACHINE TOOLS PTE LTD,Tools & Dies,https://tcmtool.com,(65) 6250 3007,sales@tcmtool.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TACHIBANA SALES (S) PTE LTD,Electronic Components,,(65) 6270 4567,,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TAGIT PTE LTD,Telecommunication Equipment & Products,https://tagitmobile.com,(65) 6338 4824,info@tagitmobile.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TAI WAI PLASTIC & METAL MOULDING CO,Mould Making & Related Services,,(65) 6250 7763,taiwaipl@mbox3.singnet.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TAI-TECH ADVANCED ELECTRONICS (S) PTE LTD,Ferrites,https://tai-tech.com.sg,(65) 6298 9880,sales@tai-tech.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TAIPEI INDUSTRIES PTE LTD,Machine Tools,https://troop-online.com,(65) 6742 0778,troop@singnet.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TAIYO YUDEN (SINGAPORE) PTE LTD,Capacitors - Ceramic,https://ty-top.com,(65) 6861 4400,,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TAKEIKI PTE LTD,Industrial Automation Equipment,https://takeiki.net,(65) 6286 7312,sales@takeiki.net,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TAKO CLEAN PRODUCTS (S) PTE LTD,Clean Room Supplies & Equipment,,(65) 8940 4732,sales@takoesd.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TALARIAX PTE LTD,Wireless Products & Services,https://talariax.com,(65) 6280 2881,jswong@talariax.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TAMURA CORPORATION SINGAPORE PTE LTD,Printed Circuit Board Fabrication Materials,,(65) 6280 2881,info@sendquick.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TAN BROTHER ELECTRICAL CORPORATION PTE LTD,Electronic Components,,(65) 6292 4351,,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TANAKA ELECTRONICS SINGAPORE PTE LTD,Wires & Cables,,(65) 6779 2111,inquiry@ml.tanaka.co.jp,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TAPMATIC (S.E.A.) INDUSTRIES PTE LTD,Cutting Tools,,(65) 6862 0660,tapsin@tapmatic.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TATA COMMUNICATIONS INTERNATIONAL PTE LTD,Communication Systems,,(65) 6632 6700,adalyn@vsnlinternational.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TATUNG ELECTRONICS (S) PTE LTD,International Procurement Offices - IPO,,(65) 6265 6526,,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TDK SINGAPORE (PTE) LTD,Electronic Components,https://tdk.sg,(65) 6273 5022,TDK.ASEAN-inquiry@tdk.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TDK-LAMBDA SINGAPORE PTE LTD,Power Supplies,https://tdk-lambda.com.sg,(65) 6251 7211,tls.marketing@tdk.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TEAM PRECISION COMPONENT PTE LTD,Tools & Dies,https://teamprecisioncomponent.webs.com,(65) 6546 1655,info@tpcs.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TEC-HUB PTE LTD,Clean Room Supplies & Equipment,https://tec-hub.com,(65) 6547 0605,techub@tec-hub.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECHCO (PRIVATE) LIMITED,Soldering Equipment,https://technogroup.com,(65) 6758 1111,singapore@techcogroup.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECHCOM TECHNOLOGY PTE LTD,Metal Fabrication,https://techcom.com.sg,(65) 6854 0445,sales@techcom.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECHFIELD SUPPLY PTE LTD,Instrumentation Systems,,(65) 6281 3610,sales@techfield.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECHFOUNT SYSTEMS PTE LTD,Network Security,,(65) 6547 8900,info@techfount.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECHKINETICS PTE LTD,Electronic Components,https://tech-kinetics.com,(65) 6396 8698,sales@tech-kinetics.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECHNIC-POWER ENGINEERING PTE LTD,Printed Circuit Board Assemblies,https://technic-power.com,(65) 6292 9688,sales@technic-power.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECHNOCORE ENGINEERING SERVICES,Vertical Molding Machine,,(65) 6283 9385,,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECHNODIGM INNOVATION PTE LTD,Dispensing Systems,https://techno-digm.com,(65) 6493 3826,info@techno-digm.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECHSOURCE SYSTEMS PTE LTD,Switches,https://techsosurce-asia.com,(65) 6842 4222,enquiry@techsource.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECHSYSTEMS SERVICES & INTEGRATION ASIA PTE LTD,Calibration Services,https://tsiasia.com,(65) 6543 2855,enquiry@tsitechventures.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECHTOWN PTE LTD,Computer Software - CAD/CAM/CAE/PLM,https://techtown.com.sg,(65) 6636 8215,enquiry@techtown.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TECK INTERNATIONAL PTE LTD,Electronic Components,https://lionex-teck.com.sg,(65) 6287 9633,sales1@lionex-teck.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TEK GUTHRIE PTE LTD,Metal Stamping & Fineblanking,https://tek-guthrie.com,(65) 6863 0911,sales@tek-guthrie.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TEKMARK PTE LTD,Switchgears,https://tekmarkgroup.com,(65) 6908 4830,tekmark.sg@tekmarkgroup.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TELFORD INDUSTRIES PTE LTD,Tapes & Tubes,https://telford.com.sg,(65) 6392 2112,telford_enquiries@astigp.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TELOGIC PTE LTD,Computer Systems,https://telogic.com.sg,(65) 6323 9752,sales@telogic.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TELTEC SEMICONDUCTOR PACIFIC (SINGAPORE) PTE LTD,Semiconductors,https://teltec.biz,(65) 6734 8619,teltecsingapore@teltec.biz,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TEMASEK POLYTECHNIC,Academic Institutions,https://tp.edu.sg,(65) 6788 2000,enquiry@tp.edu.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TEMPCO MANUFACTURING (S) PTE LTD,Machining & Machining Parts,,(65) 6779 5716,tempco@singnet.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TENG ZHOU GENERAL CONTRACTOR PTE LTD,Clean Rooms - Installation & Equipment,,(65) 6383 2468,,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TERADYNE (ASIA) PTE LTD,Electronic Hardware,https://teradyne.com,(65) 6773 0788,,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TERRA SYSTEMS PTE LTD,Computer Systems,https://terra-systems.com,(65) 6876 5800,marketing@terra-systems.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TESA TAPE ASIA PACIFIC PTE LTD,Tapes & Tubes,https://tesa.com,(65) 6697 9888,sales.singapore@tesa.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TESTPRO PTE LTD,Testing Services,https://testpro-sgp.com,(65) 6846 5613,sales@testpro-sgp.com,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
TETRAD FABRICATION & ENGINEERING PTE LTD,Stainless Steel Fabricators,,(65) 6759 8103,sales@tetrad.com.sg,,T,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=T
UVEX SAFETY SINGAPORE PTE LTD,Clean Room Supplies & Equipment,https://uvex-safety.com.sg,(65) 6562 8138,sales@uvex-safety.com.sg,uvex: one brand – one mission We protect people. At work and at play. On the production line and on the ski slope. While welding...,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UBM,Exhibition & Conference Organisers,https://ubm.com,(65) 6233 6638,events@sesallworld.com,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UCHEM TECHNOLOGIES PTE LTD,Printed Circuit Board Equipment & Supplies,https://uchem.com.sg,(65) 6861 8118,sales@uchem.com.sg,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
ULTRATEX (S) PTE LTD,Machine Tools,https://ultratex.com.sg,(65) 6759 1692,ultratex@singnet.com.sg,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
ULTRUST SOLUTIONS PTE LTD,Scrap Metals,https://ultrust.com,(65) 6363 2777,enquiry.sge@ultrust.com,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
ULVAC SINGAPORE PTE LTD,Pumps - Vacuum,https://ulvac.co.jp,(65) 6542 2700,,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UMS HOLDINGS LIMITED,Customised Automation Equipment Builders,https://norelcocentreline.com,(65) 6543 2272,sales@umsgroup.com.sg,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UMW EQUIPMENT & ENGINEERING PTE LTD,Lubricants,https://umwequipment.com,(65) 6265 3155,sales@umweepl.com.sg,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UNI-CORP (SINGAPORE) PTE LTD,Mould Bases,https://uni-corp.com,(65) 6756 7688,cesales@uni-corp.com,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UNIFIED COMMUNICATIONS PTE LTD,Telecommunication Equipment & Products,https://unifiedcomms.com,(65) 6297 7100,info@unifiedcomms.com,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UNION INKS & GRAPHICS PTE LTD,Silk Screen & Tampo Printing,https://unioninks.com,(65) 6283 8133,enquiry@unioninks.com,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UNION LABEL INDUSTRIES PTE LTD,Labels,https://unionlabel.com.sg,(65) 6443 8223,union@unionlabel.com.sg,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UNION SPRING INDUSTRY CO,Springs & Wireforms,,(65) 6282 4825,,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UNITED ALUMINIUM PRODUCTS PTE LTD,Coatings,,(65) 6481 1087,,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UNITED CIRCUITS BOARD (S) PTE LTD,Printed Circuit Boards (PCBs),https://onpress.com.sg,(65) 6260 0288,sales@onpress.com.sg,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
UNITED INDUSTRIAL PRODUCTS PTE LTD,Abrasives,,(65) 6746 9835,,,U,SG-Electronics,https://www.sg-electronics.com/company-listing/?co=U
