company_name,address,postal_code,tel,fax,email,website,description,source_url
Sincere Wholesale Pte Ltd,13 Kaki Bukit Road 1 #02-02 Eunos TechnolinkSingapore 415928,415928,+65 6844 8138,+65 6841 0468,ng_ron@yahoo.com.sg,-,"• Import & Export of condiments • Condiments supply to F&B sector / Wholesaler / Retail • House brand ""Great Chef""",https://www.sfma.org.sg/member/info.php?cid=sincere-wholesale-pte-ltd
Sing Ghee Beancurd Manufacturer,3015 Bedok North St 5 #01-05 Simei East KitchenSingapore 486350,486350,+65 6245 1655,+65 6445 7981,info@singghee.com,https://www.singghee.com,"Established in 1960, Sing Ghee Beancurd Manufacturer specializes in the manufacturing and processing of firm beancurd (tau kwa). Sing Ghee started out as a small enterprise and has since grown to be amongst Singapore's leading beancurd manufacturers. We continually practice stringent quality control and use premium-grade soybeans in our production. Catering to an expanding community, Sing Ghee is constantly striving to meet customers' needs. Here at Sing Ghee, we offer freshly made soybean produ",https://www.sfma.org.sg/member/info.php?cid=sing-ghee-beancurd-manufacturer
Sing Long Foodstuff Trading Co. Pte Ltd,12 Woodlands LinkSingapore 738740,738740,+65 6284 5254,+65 6289 7351,nya01@singlong.com,http://www.singlong.com/,"Sing Long Foodstuff was established since 1982 in Singapore, specialize in manufacturing a diversity of savory sauce as well as instant local dessert products that are easy and convenient enough to serve within minutes. The company hallmark-Black Pepper Sauce has been keeps improving to delight customer taste buds and become the best seller of our company. Out of the broad variety ready-made sauces, we pride ourselves as manufacturer of Chilli carb sauce as it is the essences of chilli crab, whi",https://www.sfma.org.sg/member/info.php?cid=sing-long-foodstuff-trading-co-pte-ltd
Singapore Exhibition Services (Pte) Limited,103 Penang Road #04-01 Visioncrest CommercialSingapore 238467,238467,+65 6233 6688,-,jorinda.tan@informa.com,-,,https://www.sfma.org.sg/member/info.php?cid=singapore-exhibition-services-pte-limited
Singapore Food Delight Manufacturer Pte Ltd,40 Senoko DriveSingapore 758225,758225,+65 6448 0622,+65 6449 0588,terry@spore-food-delight.com,http://www.spore-food-delight.com/,"Singapore Food Delight is a company much akin to the food we manufacture. A fusion of tradition and cutting edge technology, we pride ourselves on bringing Singapore's gourmet tradition one step into the future.",https://www.sfma.org.sg/member/info.php?cid=singapore-food-delight-manufacturer-pte-ltd
Singapore Heajoy International Food Pte Ltd,7 Penjuru Close #04-08Singapore 608779,608779,-,-,zhiwei@heajoyfood.com,-,Wholesale Trade of a Variety of Goods without a Dominant Product.,https://www.sfma.org.sg/member/info.php?cid=singapore-heajoy-international-food-pte-ltd
Singapore Institute of Technology (SIT),1 Punggol Coast RoadSingapore 828608,828608,+65 6592 1946,-,michele.low@singaporetech.edu.sg,http://www.singaporetech.edu.sg/,"Singapore Institute of Technology (SIT) is Singapore's premier university of applied learning and the third largest university by intake in Singapore. SIT's vision is to be a leader in innovative learning by integrating learning, industry and community. Our mission is to nurture and develop individuals who build on their interests and talents, to innovate with industry, and impact society. We place industry and individuals at the heart of SIT. Our specialised degree programmes are designed to ta",https://www.sfma.org.sg/member/info.php?cid=singapore-institute-of-technology-sit
Singapore Noodles Manufacturers' Association,Blk 3017 Bedok North Street 5 #03-12/13 Gourmet East KitchenSingapore 486121,486121,+65 6445 2320,-,-,-,,https://www.sfma.org.sg/member/info.php?cid=singapore-noodles-manufacturers-association
Singapore Productivity Centre Pte Ltd,11 Eunos Road 8 #08-01 Lifelong Learning InstituteSingapore 408601,408601,+65 6745 5833,-,enquiry@sgpc.sg,https://www.sgpc.sg,"The Singapore Productivity Centre (SGPC) is a one-stop competency and resource centre supported by Enterprise Singapore (formerly SPRING Singapore) and is a wholly owned subsidiary of Singapore Productivity Association (SGPA). With a focus on the retail, food services and hotel sectors, SGPC’s vision is to be the go-to experts for enterprise excellence, playing leading roles to guide small and medium-sized enterprises (SMEs) in creating a roadmap for growth.",https://www.sfma.org.sg/member/info.php?cid=singapore-productivity-centre-pte-ltd
SingShiok (S) Pte Ltd,8 Burn Road #08-02 TrivexSingapore 369977,369977,+65 6219 2539,-,sales@singshiok.sg,http://www.psfoodandbeverage.com.sg/,SingShiok (S) Pte Ltd (formerly PS Food & Beverage (S) Pte Ltd) is a manufacturing Ready-To-Drink (RTD) beverages in flexible pouches. All Origina and VietJoy product process from nature-plant or fruit extracts that is vital to nature's self-regulating system. Focusing on bringing Joy & Health in the principal of holistic approach to improve human well beings. Origina and VietJoy help to bring Joy to the consumer by enhancing their health benefits to enjoy a better life. PS Food and Beverage gro,https://www.sfma.org.sg/member/info.php?cid=singshiok-s-pte-ltd
Sinhua Hock Kee Trading (S) Pte Ltd,463 Tagore Industrial AveSingapore 787832,787832,+65 6552 6668,+65 6552 5058,sales@shhks.com,http://www.shhks.com/,"Distributor Of FMCG Foodstuffs Supplying To Wholesalers, Ship Chandlers, Supermarkets, Hotels, Cafeterias, Restaurants, Food Courts, Resorts, School Instuitions, Airlines, Bakeries,Retailers, Minimarts, Convenience Stores, etc.",https://www.sfma.org.sg/member/info.php?cid=sinhua-hock-kee-trading-s-pte-ltd
Sinmah Poultry Processing (S) Pte Ltd,3 Buroh Lane #05-03Singapore 618285,618285,+65 6383 1200,+65 6383 1311,admin@sinmahgroup.com,-,Supplier of Chilled or Frozen Chicken,https://www.sfma.org.sg/member/info.php?cid=sinmah-poultry-processing-s-pte-ltd
Sinsino Consulting Pte Ltd,266A South Bridge Road #02-01Singapore 058815,058815,+65 8543 1986,-,332370829@qq.com,-,Management Consultancy Services,https://www.sfma.org.sg/member/info.php?cid=sinsino-consulting-pte-ltd
Siong Hong Seafood Enterprise Pte Ltd,15 Woodlands Loop #03-54/55/56Singapore 738322,738322,+65 6756 1788 / +65 6753 1788,+65 6853 7666,sionghong@hotmail.com,https://www.newfresh.sg,"Processing and preserving of seafood. Wholesale of livestock, meat, poultry, eggs and seafood (including fresh and frozen)",https://www.sfma.org.sg/member/info.php?cid=siong-hong-seafood-enterprise-pte-ltd
Skytime Hupkee Foodstuff Pte Ltd,15 Woodlands Loop #03-45Singapore 738322,738322,+65 6368 3309,+65 6368 1973,skytimehupkee@yahoo.com.sg,http://www.skytimehupkee.com/,"Established since 2003, Skytime Hupkee is well-known among local consumers and food industries. Its wide range of products have been used and recommended by many households, factories and restaurants. With unique recipes and fresh ingredients, our spices and sauces are special and delicious for your cooking needs. Other than these, our huge range of dried bean products are also popular and fast selling in the supermarkets island-wide such as Sheng Siong.",https://www.sfma.org.sg/member/info.php?cid=skytime-hupkee-foodstuff-pte-ltd
Smooder Private Limited,11 Kee Seng Street #01-13Singapore 089218,089218,+65 8022 6932,-,henry@smooder.com,https://www.smooder.com,"Smooder is a Singapore-based food-tech startup revolutionizing the way people access healthy and yummy smoothies. Our Smooder machine allows for on-demand smoothies, coupled with our frozen cups packed with high quality frozen fruit, ensuring convenience without compromising on nutrition. We are expanding across convenience stores and entering corporate offices in Singapore to offer healthier beverage options, either with our machine subscription or ready to drink smoothies for corporate events.",https://www.sfma.org.sg/member/info.php?cid=smooder-private-limited
Soon Huat Marine Product Trading,15 Woodlands Loop #02-50Singapore 738322,738322,+65 6754 1033,+65 6754 1022,admin@soonhuat.com,http://www.soonhuat.com/,"Our company was incorporated on 21st December 1998, having more than 20 years of experience in this industry. We specialise in manufacturing and processing marine products that are classified under traditional Chinese delicacies. Over the years, we transformed from a traditional business-to-business (B2B) commerce into a business-to-consumer (B2C) commerce and now, into a modernised e-commerce. We are incorporating technology into our system to streamline operations, hoping to provide our custom",https://www.sfma.org.sg/member/info.php?cid=soon-huat-marine-product-trading
Sparky Products Pte Ltd,65A Jalan Tenteram #07-10Singapore 328958,328958,+65 6255 6588,+65 6255 6455,mike@sparkyproducts.com.sg,https://www.bennschocolate.com/,"Sparky Products Pte Ltd is the Singapore arm of a local family-owned premium chocolate manufacturer, Benns Chocolate. The management team has over 40 years of experience in chocolate manufacturing, overseeing a wide range of products from compound to cocoa butter and bean-to-bar craft chocolates. Its capabilities include moulded bars, dragees, creme pralines and truffles which come in flavours from white and dark to matcha and black sesame, and fillings such as fruits, nuts and various flavoured",https://www.sfma.org.sg/member/info.php?cid=sparky-products-pte-ltd
Spartan Bizcorp Pte Ltd,1 North Bridge Road #01-04Singapore 179094,179094,+65 6336 2847,+65 6336 2892,nitin@spartanbizcorp.com,https://www.spartanbizcorp.com/,"We are a top-tier international trading and distribution company of Fast Moving Consumer Goods. Headquartered in Singapore, with 9 subsidiary offices across the globe, Spartan Bizcorp is deeply rooted in communities all across the Asia Pacific (APAC) and Middle East and Africa (MEA) regions. Our commitment to support brand owners in effectively and efficiently distributing their products into new markets has led to our continued growth.",https://www.sfma.org.sg/member/info.php?cid=spartan-bizcorp-pte-ltd
SPW Food Industries Pte Ltd,7 Fan Yoong RoadSingapore 629785,629785,+65 6262 0328 / +65 6898 1311,+65 6266 3359 / +65 6898 0900,sales@beeglobe.com.sg,http://www.beeglobe.com.sg/,"Siang Poh Wang Food Industries Pte Ltd's main business consist of food manufacturing, e-commerce and cold chain distribution. For food manufacturing, the company manufacture Japanese mocha, glutinous rice ball, vegetarian dim sum and snacks, sharks fin, sea cucumber, soya beancurd and fried fritters under four brands. Namely Bee Globe, King Ocean, Nats and Yummi Bites. FoodMart.sg is created as an e-commerce online platform for marketing both its own and customers' products. This company also of",https://www.sfma.org.sg/member/info.php?cid=spw-food-industries-pte-ltd
Sun Kee (Pte) Ltd,19 Woodlands Sector 1Singapore 738080,738080,+65 6417 0888,+65 6417 0880,enquiry@sunkee.com,http://www.sunkee.com/,"Since 1948, the name Sun Kee has been synonymous with quality in the wholesale industry. The company has grown to become one of this region's largest privately owned wholesale distributors. Experienced buyers research local and world markets daily, purchasing the finest quality canned and dried product. The cycle of receiving, inspecting, storing and shipping fresh produce is performed by knowledgeable and dedicated personnel. All product is carefully maintained in our large, modern fully refrig",https://www.sfma.org.sg/member/info.php?cid=sun-kee-pte-ltd
Sun Lim Garden Foodstuffs Pte Ltd,53 Ubi Ave 1 #05-04 Paya Ubi Industrial ParkSingapore 408934,408934,+65 6748 0362,+65 6743 8532,slgarden@slg-group.com,http://www.slg-group.com/,"Our Passion - We at Sun Lim Garden Foodstuffs, or ""SLG"" as we are better known, are passionate about bringing innovative nut snacks to the market. Our Vision - The trendsetter in the nut-based snacks industry. SLG wants to be a trendsetter in the nut-based industry in the areas of product development, product branding and design, and marketing appeal to its customers. Our Mission - Making Nut Snacking Irresistible! SLG is passionate about making nut snacking an irresistible experience. Understan",https://www.sfma.org.sg/member/info.php?cid=sun-lim-garden-foodstuffs-pte-ltd
Supreme Food Industries Pte Ltd,8A Admiralty Street #01-37 FoodXchange @ AdmiraltySingapore 757437,757437,+65 6684 7767,+65 6684 7727,enquiries@supremefood.sg,https://www.shilepo.com/,Manufacturer of Shi Le Po Salted Egg Fish Skins.,https://www.sfma.org.sg/member/info.php?cid=supreme-food-industries-pte-ltd
SUTL Corporation Pte Ltd,100J Pasir Panjang Road #05-00 SUTL HouseSingapore 118525,118525,+65 6278 8555,+65 6273 3555,consumergoods@sutl.com,https://www.sutl.com,"SUTL Corporation, founded in 1968, began as a ship chandelling and duty-free supply trading company. Today, it has evolved into a diversified conglomerate, focusing on consumer goods, leisure, and lifestyle sectors. SUTL's businesses span global travel retail, in-market distribution, logistics, warehousing, and marina operations. With a strong presence in various regions, SUTL continues to expand its portfolio and partnerships, aiming to deliver value and innovation across its sectors. The compa",https://www.sfma.org.sg/member/info.php?cid=sutl-corporation-pte-ltd
Suvai Foods Pte Ltd,Block 1009 Aljunied Ave 4 #01-36Singapore 389910,389910,+65 6749 6750,-,suvaifoodspteltd@gmail.com,https://www.suvaifoods.com/,"Suvai Foods is now one of the renowned brands in Singapore manufacturing fresh Indian food products, it offers different products to a variety of audiences. Suvai range includes Multi millet Dosa Batter, Vada Batter, Fresh Paneer, Mumbai Pav, Chapati, Organic Parota, String Hopper, Cold-pressed cooking Oils, Desi Ghee, Filter Coffee and many more. It is the only company in Southeast Asia that produces batters without using any preservatives.",https://www.sfma.org.sg/member/info.php?cid=suvai-foods-pte-ltd
Swee Choon Company Pte Ltd,3791 Jalan Bukit Merah #04-02 e-CentreSingapore 159471,159471,+65 6533 9922,+65 6535 2787,spices@sweechoon.com.sg,http://www.sweechoon.com.sg/,"Swee Choon Company Private Limited is a Singapore based company which was founded in 1971. Our humble company began with manufacturing and reconditioning of jute bags which was sold to customers throughout Asia. We diversified our business into food commodities such as rice, sugar and pulses. Recently we have expanded our range of products to include spices such as black pepper, white pepper and cloves. Our company is expanding organically and we are reaching out to an even wider international m",https://www.sfma.org.sg/member/info.php?cid=swee-choon-company-pte-ltd
Syed Mohamed Traders (Singapore) Pte Ltd,1A Senoko Crescent Senoko Food ConnectionSingapore 758296,758296,+65 6532 5474,+65 6532 5837,jaffar@anarkali.com.sg,https://www.anarkali.com.sg/,"Trader in rice, spices, dry fruits and nut. Brand Owners and sole distributor of Anarkali Basmati, SuperStar Basmati and Ponni rice, imported from India and Pakistan.",https://www.sfma.org.sg/member/info.php?cid=syed-mohamed-traders-singapore-pte-ltd
Syntech Chemicals Pte Ltd,2A Second Chin Bee RoadSingapore 618781,618781,+65 6861 6828,+65 6861 6827,syntechchem@syntechchem.com,https://www.syntechchem.com/,"SynTech Chemicals, based in Singapore, is one of the region's leading, homegrown companies in hygiene management. We were established in 1999 with the goal of developing, manufacturing and marketing high-quality cleaning detergents and hygiene solutions for food, hospitality and institutional industries for the Asian market, at more competitive prices.",https://www.sfma.org.sg/member/info.php?cid=syntech-chemicals-pte-ltd
T.G. Kiat Co. (Pte) Ltd,15 Woodlands Loop #01-23Singapore 738322,738322,+65 6758 9152,+65 6759 1315,info@rosesyrup.com,http://www.rosesyrup.com/,"Established since 1935, T. G. Kiat & Co (Pte) Ltd have been manufacturing Rose brand syrup. For more than 70 years and over 3 generations, we have served many consumers in different countries with Rose brand rose syrup which is manufactured in Singapore from our traditional secret recipe. We have been exporting to many countries like UK, France, Germany, Hong Kong, Australia, Brunei, Bahrain, Kuwait and many others.",https://www.sfma.org.sg/member/info.php?cid=tg-kiat-co-pte-ltd
Tai Hua Food Industries Pte Ltd,12 Jalan BesutSingapore 619566,619566,+65 6265 9911,+65 6265 4077,taihua@singnet.com.sg,http://www.taihua.biz/,"As the no. 1 soy sauce brand in Singapore (accordingly to a reported source in 2018) , Tai Hua is a local manufacturer and a market leader that produces naturally brewed soy sauce since its inception in 1947. The company exports its products to over 30 countries in the world and has a trading arm that imports local products from overseas companies for distribution and sale in the local market.",https://www.sfma.org.sg/member/info.php?cid=tai-hua-food-industries-pte-ltd
Tai Sun (Lim Kee) Food Industries Pte Ltd,255 Pandan LoopSingapore 128433,128433,+65 6779 6611,+65 6778 2477,info@taisun.com.sg,http://www.taisun.com.sg/,"Tai Sun (Lim Kee) Food Industries is a 3rd generation, family-owned and operated packaged-food company specializing in quality snack foods. Started in the home kitchen of its founders in Singapore and incorporated in 1966, the company has become a leading producer of an ever-growing range of snack foods distributed in virtually every major supermarket in Singapore and exported to over 10 countries. Its brands include the premium range of Nature’s Wonders, UCA Cassava Chips, Treatz and its flagsh",https://www.sfma.org.sg/member/info.php?cid=tai-sun-lim-kee-food-industries-pte-ltd
Tan Hock Say Pte Ltd,308B Punggol Walk #02-378Singapore 822308,822308,+65 6222 2706 / +65 6222 6954,+65 6224 8826,hocksay@gmail.com,-,,https://www.sfma.org.sg/member/info.php?cid=tan-hock-say-pte-ltd
Tan Seng Kee Foods Pte Ltd,3017 Bedok North St 5 #03-12/13 Gourmet East KitchenSingapore 486121,486121,+65 6445 2320,+65 6445 2918,ray@tskfood.com,http://www.tskfood.com/,"For over 80 years, Tan Seng Kee Foods Pte Ltd (TSK) has provided quality and tasty noodle products to everyone around. Our very own noodle brand Kang Kang houses a range of fresh noodle products reaching out to the urbanites seeking premium and quality food. Made from all-natural and top-grade ingredients, our products are pasteurised and preservative-free offering healthy food choices for all. Kang Kang Express Meal Kits is Singapore first ever microwavable fresh noodle meal, featuring bouncy f",https://www.sfma.org.sg/member/info.php?cid=tan-seng-kee-foods-pte-ltd
Tan Soon Mui Pte Ltd,3 Second Chin Bee RoadSingapore 618770,618770,+65 6756 7626,+65 6756 7296,roy@tsmfood.com,http://www.tsmfood.com/,"Tan Soon Mui Food Industries first opened its doors in August 1974. In year 2000 we obtained ISO2000, year 2001 obtained HACCP. Currently our factory size is 1,500sqm with 10 fully automated machineries. Production capacity is 15,000 ton per day. We specialize in Chin Chow (Grass Jelly) and related products.",https://www.sfma.org.sg/member/info.php?cid=tan-soon-mui-pte-ltd
Tantraco Enterprise Pte Ltd,32 Ang Mo Kio Industrial Park 2 #04-17 Sing Industrial ComplexSingapore 569510,569510,+65 6482 3575,+65 6482 4398,cecil@tantraco.com.sg,http://www.tantraco.com.sg/,"Importer and suppliers for complete range of packaging machines, food processing equipment from stand-a-lone to turnkey lines, preparation, processing to post-processing stage.",https://www.sfma.org.sg/member/info.php?cid=tantraco-enterprise-pte-ltd
TastyFood Sales & Marketing Pte Ltd,23 Senoko South Road #01-05Singapore 758080,758080,+65 6483 0800,-,admin@tfsm.com.sg,https://www.tfsm.com.sg,"Tastyfood Sales & Marketing Pte Ltd is your specialist in distributing, promoting and branding FMCG products. The company is set up by professionals with market know-how to build your brands to the next level. With 100% reach in the market and more than 30 years of experiences, we pride ourselves in our effective product presence and visibility in-store. We have been exceeding brand owners’ expectations by providing a complete marketing solution from trade marketing to above-the-line marketing. ",https://www.sfma.org.sg/member/info.php?cid=tastyfood-sales-n-marketing-pte-ltd
Tat Hui Foods Pte Ltd,37 Quality RoadSingapore 618808,618808,+65 6261 1010,+65 6265 1929,thf@pacific.net.sg,http://www.kokanoodles.com/,"Established in 1986, Tat Hui Foods Pte Ltd is the leading manufacturer of instant noodles in Singapore. Our global brands KOKA, Sanwa and Yoodles are well-loved in over 40 countries across Europe, Asia, the United States, Australia and the Middle East.",https://www.sfma.org.sg/member/info.php?cid=tat-hui-foods-pte-ltd
TDF Food Pte Ltd,26 Senoko Way #02-02Singapore 758048,758048,+65 6758 8138,+65 6758 8567,tdf_food@yahoo.com.sg,http://www.tdffood.com.sg/,"Specialize in flour mix, seasoning powder, spices and re-packing service.",https://www.sfma.org.sg/member/info.php?cid=tdf-food-pte-ltd
Teck Sang Pte Ltd,11 Hongkong StreetSingapore 059654,059654,+65 6533 1133,-,local@tecksang.com,https://www.tecksang.com,"Established in 1973, Teck Sang Pte Ltd is one of Singapore’s most established food ingredients importer, exporter and wholesale distributor. Teck Sang’s range of products includes nuts, beans and pulses, grains, spices, dried fruits, dried seafood, canned abalone, condiments and other Chinese food ingredients. The company’s 3 main business include wholesale, export and retail (online and offline). The company services customers from all B2B segment, including Horeca customers, food manufacturers",https://www.sfma.org.sg/member/info.php?cid=teck-sang-pte-ltd
Tee Yih Jia Food Manufacturing Pte Ltd,1 Senoko RoadSingapore 758134,758134,+65 6880 9888,+65 6286 2222,tyj@tyjfood.com,http://www.tyjfood.com/,"Established in 1969, Tee Yih Jia Food Manufacturing Pte Ltd (TYJ) is the world's largest manufacturer of Spring Roll Pastry with BRC (Grade AA) certified facilities. With strong distribution network, our products are present in more than 80 countries globally. TYJ's portfolio includes a diverse range of Asian frozen convenience food with ""Spring Home"" leading as our premium flagship brand. Key products includes Spring Roll Pastry, Crepe, Roti Paratha, Chapatti, Glutinous Rice Balls, Japanese Ram",https://www.sfma.org.sg/member/info.php?cid=tee-yih-jia-food-manufacturing-pte-ltd
Teng Yun International Pte Ltd,54 Cashew Road #09-02 Cashew ParkSingapore 679637,679637,+65 6769 5029,+65 6762 6633,sales@tengyunint.com.sg,-,Wholesale trade of a variety of goods without a dominant product.,https://www.sfma.org.sg/member/info.php?cid=teng-yun-international-pte-ltd
TGI Technology Pte Ltd,20 Shaw Road #06-01 Ching Shine Industrial BuildingSingapore 367956,367956,+65 8614 3113,-,mark.lim@tgi.sg,https://www.elisha.cn,"Founded in 2005, TGI Technology Pte Ltd is a Singapore-based holding company overseeing a portfolio of dynamic businesses focused on consumer products and global trade. With a vision to develop and scale quality-driven brands internationally, TGI Technology provides strategic leadership, operational support, and financial stewardship to its subsidiaries. Under its corporate umbrella, TGI proudly owns and manages Elisha Mineral Water Co., Ltd, a pioneering beverage manufacturer established in 199",https://www.sfma.org.sg/member/info.php?cid=tgi-technology-pte-ltd
Thai Sing Foodstuffs Industry Pte Ltd,42 Woodlands TerraceSingapore 738457,738457,+65 6755 2166,+65 6755 1969,sales@thaising.com,http://www.thaising.com/,"A company with 40 years history in manufacturing sauce. We use finest ingredients to produce a wide range of sauce, paste and pre-mixed paste for signature Singapore dishes like Chilli Crab, Laksa, Hainanese Chicken rice. Our products are used locally in hotels, restaurants and exported to China, Indonesia, New Zealand, UK. etc.",https://www.sfma.org.sg/member/info.php?cid=thai-sing-foodstuffs-industry-pte-ltd
The Cookies Factory (Singapore) Pte Ltd,10 Anson Road #10-11 International PlazaSingapore 079903,079903,+65 8222 5158,-,slgoh@thecookiesfactory.com,https://www.thecookiesfactory.com/,"The Cookies Factory (Singapore) Pte Ltd is a leading cookies and biscuit manufacturer based in Singapore. We specialise in crafting delicious treats under our esteemed brands, Mama's Oven and SKINNIE Biscotti",https://www.sfma.org.sg/member/info.php?cid=the-cookies-factory-singapore-pte-ltd
The Everything Store Pte Ltd,358C Ubi Road 3 #11-200Singapore 403358,403358,+65 9238 5833,-,abel@theeverythingstore.asia,https://www.theeverythingstore.asia,The Everything Store Pte Ltd is a F&B trading company that helps local Singapore brands to reach international markets.,https://www.sfma.org.sg/member/info.php?cid=the-everything-store-pte-ltd
The Happy Tree Pte Ltd,33 Rochester Drive #24-11Singapore 138638,138638,-,-,neelendra@njgroup.sg,https://www.njrelish.com/,F&B Restaurants,https://www.sfma.org.sg/member/info.php?cid=the-happy-tree-pte-ltd
The Savoury Nosh Pte Ltd,33 Jalan IshakSingapore 419372,419372,+65 8020 0741,-,zac@thekettlegourmet.com,https://www.thekettlegourmet.com/,"The Savoury Nosh Pte Ltd is a FMCG Snack Food company with 11 snack brands under our portfolio. Some notable brands include YUMI corn sticks and The Kettle Gourmet, a premier popcorn brand dedicated to revolutionizing snacking. We use only non-GMO corn products, and high quality ingredients. Being Halal Certified and ISO 22000, we pride ourselves on flavour innovation, offering a diverse range of tastes engineered to tantalize your taste buds.",https://www.sfma.org.sg/member/info.php?cid=the-savoury-nosh-pte-ltd
TheSeafoodCompany Pte Ltd,1550 Bedok North Ave 4 #01-05Singapore 489950,489950,+65 6288 1411,+65 6288 7477,-,https://www.theseafoodcompany.com.sg/,,https://www.sfma.org.sg/member/info.php?cid=theseafoodcompany-pte-ltd
Thong Siek Food Industry Pte Ltd,22 Senoko WaySingapore 758044,758044,+65 6756 0233,+65 6754 4030,tingsoon@thongsiek.com,http://www.thongsiek.com/,"Thong Siek Food Industry is the leading producer of traditional Singapore fishball and surimi-based products under the ""Dodo"" Brand, and our products are distributed and exported across shores to more than 20 countries. We are HACCP and Halal certified, and is graded 'A' under the SFA Food Safety Standards.",https://www.sfma.org.sg/member/info.php?cid=thong-siek-food-industry-pte-ltd
Thrivelive Pte Ltd,15 Woodlands Loop #03-41Singapore 738322,738322,+65 8114 1103,-,hello@thrivelive.net,https://www.tlfrozenfood.com,"Frozen food wholesaler in Singapore. Specialise in frozen meat. In house meat processing, custom Cuts and Monday to Sunday delivery, including PH.",https://www.sfma.org.sg/member/info.php?cid=thrivelive-pte-ltd
Tide to Table Pte Ltd,808 French Road #04-141 Kitchener ComplexSingapore 200808,200808,+65 8512 1900,-,nick.chia@tidetotable.com.sg,https://www.tidetotable.com.sg,"Tide to Table Pte. Ltd., is a leading provider of premium frozen food products. We capitalize on the production expertise and resources from China, Vietnam, India, and Ecuador, demonstrating excellence in raw material integration, production oversight, and stringent quality control across the entire supply chain. Our mission is to deliver healthy, high-quality frozen food to our customers by exercising meticulous control over every link in the supply chain.With 12 years of industry experience, o",https://www.sfma.org.sg/member/info.php?cid=tide-to-table-pte-ltd
Tiger Foods Pte Ltd,10 Ubi Crescent #02-91 Ubi Tech ParkSingapore 408564,408564,+65 6909 5933 / +65 8111 1786,+65 6909 5944,trade@tigerfoods.co,http://www.tigerfoods.co/,"We are a global trading company specialising in food and agricultural commodities worldwide, headquartered in Singapore. We have carved a reputation for being the leading commodity house in Asia. We are on a mission to redefine the way people eat through conscious and sustainable efforts wherein everyone has an access to quality foods that are not just great on taste but also great for the health. Our organic teas and superfoods are an antidote to modern day living offering a holistic nutritiona",https://www.sfma.org.sg/member/info.php?cid=tiger-foods-pte-ltd
Tiong Lian Food Pte Ltd,202 Pandan LoopSingapore 128390,128390,+65 6266 6166,+65 6506 2399,sales@tlfood.com.sg,http://www.tlfood.com.sg/,"Tiong Lian Food Pte Ltd has been supplying fresh chilled pork since its establishment in 1974. Today, it has evolved to a major establishment in the chilled pork industry and has a wide network of retailers, wholesaler, food processor and caterers island wide. Our quality products/services: - Import, process and distribute chilled pork, beef and lamb from different countries of origin - Import all kinds of frozen meat (frozen pork, beef and poultry) for distribution - Own a meat processing plant",https://www.sfma.org.sg/member/info.php?cid=tiong-lian-food-pte-ltd
Tobe Packaging Industries Pte Ltd,2 Woodlands Sector 1 #03-29 Woodlands Spectrum 1Singapore 738068,738068,+65 6297 0555,+65 6298 4221,enquiry@tobe-packaging.com,http://www.tobe-packaging.com/,"Tobe Packaging Industries Pte Ltd was founded in 1987, with more than 30 years of experience in the industry, we are one of the longest established plastic packaging manufacturers in the local market. Tobe packaging started with producing custom made Polypropylene (PP) and Polyethylene (PE) Plastic Bag. In the late 90s, we ventured into flexible packaging, increasing our variety of packaging pouches and multi-layered packaging film products suitable for both Food and Healthcare Industries. Curre",https://www.sfma.org.sg/member/info.php?cid=tobe-packaging-industries-pte-ltd
Toh Li Food Products Pte Ltd,10 Senoko South RoadSingapore 758097,758097,+65 6758 4567,+65 6757 1171,tohli@singnet.com.sg,-,"We are the pioneer in the manufacture of Oriental Sausages in Singapore. Our product range now includes Prawn/Fish/Otah Roll, Pork/Chicken Ball, Western Ham and Sausages under the brands of ""Golden Dragon"" and ""Baby Dragon"". We have attained HACCP since 2002.",https://www.sfma.org.sg/member/info.php?cid=toh-li-food-products-pte-ltd
Toh Thye San Farm,7A Lichfield RoadSingapore 556827,556827,+65 6386 9300,+65 6386 9700,sales@oeo.com.sg,http://www.oeo.com.sg/,"We are the first in the poultry industry to market our dressed chicken with a yellow band around its feet bearing the trademark ""GGtm"". The band is an indication of our commitment to quality assurance we are able to control the quality of our products by means of an integrated production line and close control over our specially formulated feed.",https://www.sfma.org.sg/member/info.php?cid=toh-thye-san-farm
Tong Garden Food (S) Pte Ltd,21 Pandan Ave #03-08Singapore 609388,609388,+65 6264 8888,+65 6265 4441,marketing@tonggarden.com.sg,https://www.tonggarden.com.sg/,"Tong Garden started with humble beginnings. Today, we're a household name in Southeast Asia with a much wider range of products. More importantly, we're not just another profit-driven company. It was passion that drove our founder Ong Tong Guan to start the business. Along the way, this same passion helped us grow into a serious food manufacturer and a formidable competitor. Being passion driven simply means that we care deeply about our products, our people and our customers. Most of all, it me",https://www.sfma.org.sg/member/info.php?cid=tong-garden-food-s-pte-ltd
Tong Seng Produce Pte Ltd,33 Senoko South RoadSingapore 758085,758085,+65 6759 3600,+65 6756 6756,maxng@tspsonghe.com.sg,https://www.tspsonghe.com.sg/,"Wholesale trade, importer and distributor of rice",https://www.sfma.org.sg/member/info.php?cid=tong-seng-produce-pte-ltd
